"Rank","Song","Artist","Year","Lyrics","Source"
20,"dance to the music","sly  the family stone",1968,"cynthia get up and dance to the music get on up and dance to the  music dance to the music dance to the music dance to the music dance to the music hey greg what all we need is a drummer for people who only need a beat yeah im gonna add a little guitar and make it easy to move your feet im gonna add some bottom so that the dancers just wont hide you might like to hear my organ i said him ride sally ride now cynthia get up on if i could hear the horns blowin cynthia on the throne yeah listen to me cynthia and jerry got a message theyre sayin all the squares go home listen to the voices dance to the music dance to the music dance to the music ",3
21,"the horse","cliff nobles",1968,"instrumental ",3
22,"i wish it would rain","the temptations",1968,"sunshine blue skies please go away my girl has found another and gone away with her went my future my life is filled with gloom so day after day i stayed locked up in my room i know to you it might sound strange but i wish it would rain oh yeah yeah yeah yeah how i wish that it would rain cause so badly i wanna go outside such a lovely day but everyone knows that a man aint suppose to cry listen i gotta cry cause cryin eases the pain oh yeah people this hurt i feel inside words can never explain i just wish it would rain oh how i wish that it would rain oh let it rain rain rain rain   oh how i wish that it would rain baby let it rain oh yeah let it rain   let it rain day in day out my tear stained face pressed against the window pane my eyes search the skies desperately for rain cause raindrops will hide my teardrops and no one will ever know that im cryin cryin when i go outside to the world outside my tears i refuse to explain oh i wish it would rain baby   oh how i wish that it would rain let it rain let it rain   let it rain i need rain to disguise the tears in my eyes oh let it rain oh yeah yeah listen   let it rain rain rain rain rain im a man and i got my pride   let it rain rain rain rain rain give me rain or im gonna stay inside let it rain",3
23,"lala means i love you","the delfonics",1968,NA,NA
24,"turn around look at me","the vogues",1968,"there is someone walking behind you turn around look at me there is someone watching your footsteps turn around look at me there is someone who really needs you heres my heart in my hand turn around look at me   turn around look at me understand understand that theres someone wholl stand beside you turn around look at me and theres someone wholl love and guide you turn around look at me ive waited but ill wait forever for you to come to me look at someone who really loves you   look at someone yeah really loves you turn around look at me turn around look at me",3
25,"judy in disguise with glasses","john fred  his playboy band",1968,"judy in disguise well thats awhat you are alemonade pies with a brand new car cantaloupe eyes come to me tonight your judy in disguise with glasses keep awearing your bracelets and your new rah rah across your heart yeah with your living bra achimney sweep sparrow with guys your judy in disguise with glasses come to me tonight  come to me tonight ive taken everything in sight unzipper the strings of my kite judy in disguise well what you aiming for acircus of ahorrors yeah yeah well thats what you are you make me a life of ashes i guess ill just take your glasses",3
26,"spooky","classics iv",1968," in the cool of the evening when evrything is gettin kind of groovy i call you up and ask you if you want to go and meet and see a movie first you say no youve got some plans for the night and then you stop and say all right love is kinda crazy with a spooky little girl like youyou always keep me guessin i never seem to know what you are thinkin and if a fella looks at you its for sure your little eye will be awinkin i get confused cause i dont know where i stand and then you smile and hold my hand love is kinda crazy with a spooky little girl like you spookyif you decide someday to stop this little game that you are playin im gonna tell you all what my hearts been adyin to be sayin just like a ghost youve been ahauntin my dreams so ill propose on halloween love is kinda crazy with a spooky little girl like youspooky spooky spooky ohwhoa all right i said spooky ",1
27,"love child","the supremes",1968," you think that i dont feel love what i feel for you is real love in others eyes i see reflected a hurt scorned rejected love child never meant to be love child born in poverty love child never meant to be love child take a look at mei started my life in an old cold rundown tenement slum my father left he never even married mom i shared the guilt my mama knew so afraid that others knew i had no namethis love were contemplating is worth the pain of waiting well only end up hating the child we may be creating love child never meant to be love child by society love child always second best love child diffrent from the rest hold on whoai started school in a worn torn dress that somebody threw out i knew the way it was to always live in doubt to be without the simple things so afraid my friends could see the guilt in me dont think that i dont need you dont think i dont want to please you no child of minell be bearing the name of shame ive been wearin ",1
28,"angel of the morning","merrilee rush",1968,"therell be no strings to bing your hands not if my love cant bind your heart and theres no need to take a stand for it was i who chose to start i see no reason to take me home im old enough to face the dawn just call me angel of the morning angel just touch my cheek before you leave me baby just call me angel of the morning angel then slowly turn away from me maybe the suns light will be dim and it wont matter anyhow if mornings echo says weve sinned well it was what i wanted now and if were victims of the night i wont be blinded by the light just call me angel of the morning angel just touch my cheek before you leave me baby just call me angel of the morning angel then slowly turn away i wont beg you to stay with me through the tears of the day of the years baaaby just call me angel of the morning angel just touch my cheek before you leave me baby",3
29,"the ballad of bonnie and clyde","georgie fame",1968," bonnie and clyde were pretty lookin people but i can tell you people they were the devils children bonnie and clyde began their evil doin one lazy afternoon down savannah way they robbed a store and hightailed outa that town got clean away in a stolen car and waited till the heat died down bonnie and clyde advanced their reputation and made the graduation into the banking business reach for the sky sweettalking clyde would holler as bonnie loaded dollars in the dewlap bag now one brave manhe tried to take em alone they left him iyin in a pool of blood and laughed about it all the way home bonnie and clyde got to be public enemy number one running and hiding from evry american lawmans gun they used to laugh about dyin but deep inside em they knew that pretty soon theyd be lyin beneath the ground together pushing up daisies to welcome the sun and the morning dew acting upon reliable information a fedral deputation laid a deadly ambush when bonnie and clyde came walking in the sunshine a half a dozen carbines opened up on them bonnie and clyde they lived a lot together and finally together they died ",1
30,"those were the days","mary hopkin",1968," once upon a time there was a tavern where we used to raise a glass or two remember how we laughed away the hours and dreamed of all the great things we would dothose were the days my friend we thought theyd never end wed sing and dance forever and a day wed live the life we choose wed fight and never lose for we were young and sure to have our way la la la lathen the busy years went rushing by us we lost our starry notions on the way if by chance id see you in the tavern wed smile at one another and wed saythose were the days my friend we thought theyd never end wed sing and dance forever and a day wed live the life we choose wed fight and never lose those were the days oh yes those were the days la la la lajust tonight i stood before the tavern nothing seemed the way it used to be in the glass i saw a strange reflection was that lonely woman really methose were the days my friend we thought theyd never end wed sing and dance forever and a day wed live the life we choose wed fight and never lose those were the days oh yes those were the days la la la lathrough the door there came familiar laughter i saw your face and heard you call my name oh my friend were older but no wiser for in our hearts the dreams are still the samethose were the days my friend we thought theyd never end wed sing and dance forever and a day wed live the life we choose wed fight and never lose those were the days oh yes those were the days la la la la ",1
31,"born to be wild","steppenwolf",1968," get your motor runnin head out on the highway looking for adventure in whatever comes our wayyeah darlin gonna make it happen take the world in a love embrace fire all of your guns at once and explode into spacei like smoke and lightnin heavy metal thunder racing in the wind and the feeling that im underyeah darlin gonna make it happen take the world in a love embrace fire all of your guns at once and explode into spacelike a true natures child we were born born to be wild we can climb so high i never wanna die born to be wild born to be wildget your motor runnin head out on the highway looking for adventure in whatever comes our wayyeah darlin gonna make it happen take the world in a love embrace fire all of your guns at once and explode into spacelike a true natures child we were born born to be wild we can climb so high i never wanna die born to be wild born to be wild ",1
32,"cowboys to girls","the intruders",1968," cowboys to girls i remember when i used to play shoot em up shoot em up bang bang baby i remember when i chased the girls and beat em up but i was young and didnt understand but now im a grown up man i know girls are made for kissing never knew what i was missing now my life is not the same my whole world has been rearranged i went from cowboy to girls oh yes i did cowboys to girlsi remember when i used to see you jumping rope jumping rope up and down baby and i remember when you got your first baby coach but you were young and didnt understand now youre a woman and im a man and its me that youre kissing aint it fun reminiscing now our lives are not the same our whole world has been rearrangedyou went from pretty dolls to boys oh yes you did and i went from cowboys to girls oh yes i did and its me that youre kissing aint it fun reminiscing and my life life is not the same this whole world has been rearranged i went from cowboys to girls oh yes i did you went from pretty dolls to boys oh yes i did i went from cowboys to girls ",1
33,"simon says","1910 fruitgum company",1968," id like to play a game that is so much fun and its not so very hard to do the name of the game is simple simon says and i would like for you to play it tooput your hands in the air simple simon says shake them all about simple simon says do it when simon says simple simon says and you will never be outsimple simon says put your hands on your hips let your back bone slip simon sayssimple simon says put your hands on your hips let your back bone slip simon saysput your hands on your head simple simon says bring them down by your side simple simon says shake them to your left simple simon says now shake them to your rightput your hands on your head simple simon says bring them down by your side simple simon says shake them to your left simple simon says now shake them to your rightnow that you have learnt to play this game with me you can see its not so hard to do lets try it once again this time more carefully and i hope the winner will be youclap your hands in the air simple simon says do it double time simple simon says slow it down like before simple simon says ah your looking fine simple simon says now clap them high in the air simple simon says do it double time simple simon says slow it down like before simple simon says ah your looking fine ",1
34,"lady willpower","gary puckett  the union gap",1968,"lady willpower its now or never give your love to me and ill shower your heart with tenderness endlessly i know you want to see me but youre afraid of what i might have on my mind one thing you can be sure of ill take good care of your love if you will let me give you mine lady willpower its now or never give your love to me and ill shower your heart with tenderness endlessly did no one ever tell you the facts of life well theres so much you have to learn and i would gladly teach you if i could only reach you and get your lovin in return lady willpower its now or never give your love to me and ill shower your heart with tenderness endlessly lady willpower its now or never give your love to me and ill shower your heart with tenderness endlessly",3
35,"a beautiful morning","the rascals",1968," its a beautiful mornin ahhh i think ill go outside a while and jus smile just take in some clean fresh air boy aint no sense in stayin inside if the weathers fine an you got the time its your chance to wake up and plan another brand new day either way its a beautiful mornin ahhh each bird keeps singin his own song so long ive got to be on my way now aint no fun just hangin around ive got to cover ground you couldnt keep me down it just aint no good if the sun shines when youre still inside shouldnt hide still inside shouldnt hide ahhhh oh shouldnt hide ah ah ohdo do waaa do do waaathere will be children with robins and flowers sunshine caresses each new waking hour seems to me that the people keep seeing more and more each day gotta say lead the way its okay wednesday thursday its okay ahhh monday wednesday friday weekday ah ah ohhhdo do waaa ah ah oh oh do do aaaa wooooo oo oo oh oh oh ah wo do waa ohhhhhhh oh oh oh and fade ",1
36,"the look of love","sergio mendes",1968,"the look of love is in your eyes a look your smile cant disguise the look of love is saying so much more than just words could ever say and what my heart has heard well it takes my breath away i can hardly wait to hold you feel my arms around you how long i have waited waited just to love you now that i have found you dont ever go youve got the look of love its on your face a look that time cant erase be mine tonight let this be just the start of so many nights like this lets take a lovers vow and then seal it with a kiss i can hardly wait to hold you feel my arms around you how long i have waited waited just to love you now that i have found you dont ever go dont ever go i love you so i love you so i love you so",3
37,"hold me tight","johnny nash",1968,"johnny nash miscellaneous hold me tight hold me tight johnny nash i dont want to hear it no more fussin and fightin baby hold me tight lets let bygones be bygones lets think about tomorrow girl our futures bright well i know i was wrong but i was just a fool too blind to see you were the only girl for me ah but now i see the light and everythings gonna be all right baby hold me tight well i know i was wrong but i was just a fool too blind to see you were the only girl for me ah but now i see the light and everythings gonna be all right baby hold me tight",3
38,"yummy yummy yummy","ohio express",1968,"yummy yummy yummy i got love in my tummy and i feel like alovin you love youre such a sweet thing good enough to eat thing and thats just awhat im gonna do ooh love to hold ya ooh love to kiss ya ooh love i love it so ooh love youre sweeter sweeter than sugar ooh love i wont let you go yummy yummy yummy i got love in my tummy and as silly as it may seem the lovin that you re giving is what keeps me livin and your love is like peaches and cream kinda like sugar kinda like spices kinda like like what you do kinda sounds funny but love honey honey i love you yummy yummy yummy i got love in my tummy that your love can satisfy love youre such a sweet thing good enough to eat thing and sweet thing that aint no lie i love to hold ya oh love to kiss ya ooh love i love it so ooh love youre sweeter sweeter than sugar ooh love i wont let you go",3
39,"fire","the crazy world of arthur brown",1968,"the crazy world of arthur brown miscellaneous fire fire crazy world of arthur brown i am the god of hell f ire and i bring you fire ill take you to burn fire ill take you to learn ill see you burn you fought hard and you saved and learned but all of its going to burn and your mind your tiny mind you know youve really been so blind now s your time burn your mind youre falling far too far behind oh no oh no oh no you gonna burn fire to destroy all youve done fire to end all youve become ill feel you burn youve been living like a little girl in the middle of your little world and your mind your tiny mind you know youve really been so blind now s your time burn your mind youre falling far too far behind",3
40,"love is all around","the troggs",1968," i feel it in my fingers i feel it in my toes love is all around me and so the feeling grows its written on the wind its everywhere i go so if you really love me come on and let it showyou know i love you i always will my minds made up by the way that i feel theres no beginning therell be no end cause on my love you can dependi see your face before me as i lay on my bed i kinda get to thinking of all the things you said you gave a promise to me and i gave mine to you i need someone beside me in everything i doyou know i love you i always will my minds made up by the way that i feel theres no beginning therell be no end cause on my love you can depend ",1
41,"playboy","gene  debbe",1968,"hey boy to me youre just a playboy never mean a word you say boy im so afraid youll go away and leave me lonely why girl do you believe a lie girl why cant you see that youre my girl believe me when i say to you i love you only and never knew that love could hurt me like this till you came along with your kiss then i fell under your spell knowing quite well that you would only hurt me gee girl why cant i make you see girl just what you mean to me girl then you would know id never go away without you oh boy i wish that i could know boy if what you say is so boy then i would never care what they all say about you i never knew that love could hurt me like this till you came along with your kiss then i fell knowing quite well that someone would tell you i would only hurt you hey now does it matter what they say gonna love you anyway now if you and i would fight together i know well find love",5
42,"theme from valley of the dolls","dionne warwick",1968,"gotta get off gonna get have to get off from this ride gotta get hold gonna get need to get hold of my pride when did i get where did i how was i caught in this game when will i know where will i how will i think of my name when did i stop feeling sure feeling safe and start wondering why wondering why is this a dream am i here where are you whats in back of the sky why do we cry gotta get off gonna get out of this merrygoround gotta get off gonna get need to get on where im bound when did i get where did i why am i lost as a lamb when will i know where will i how will i learn who i am is this a dream am i here where are you tell me when will i know how will i know when will i know why",3
43,"classical gas","mason williams",1968,"instrumental",3
44,"slip away","clarence carter",1968," verse what would i give for just a few moments what would i give just to have you near tell me you would try to slip away somehow oh i need you darling i want to see you right now can you slip away slip away slip away oh i need you solove oh love how sweet it is when you steal love let me tell you how sweet it isverse 2 now i know its wrong the things i ask you to do but please believe me darling i dont mean to hurt you but can you slip away without him knowin youre gone baby we could meet somewhere somewhere we both are not known can you slip away slip away slip awayayayaystop i need you sovamp out oh can you slip away baby id like to see you right now darling can you slip away baby cause i got to got to see you i feel a deep burning inside oh i wish you could slip away ",1
45,"im a girl watcher","the okaysions",1968,NA,NA
46,"sweet sweet baby since youve been gone","aretha franklin",1968," baby baby sweet baby theres something that i just got to say baby baby sweet baby you left me hurtin in a real cold wayspeak your name and ill feel a thrill you said i do uh and i said i willi tell you that ill stay true and give you just a little time wait on me baby i want you to be all mine i just get so bluesince youve been gone baby whyd you do it whyd you have to do it since youve been gone whyd you do it whyd you have to do itbaby baby sweet baby i didnt mean to run you away it was pride on my lips but not in my heart to say the things that made you stray but ah babe hear me now hear me i dont know what im gonna do hear me got to get you back somehow hear me now oh take me back consider me please if you walk in that door i can get up off my knees i just been so bluesince youve been gone whyd you do it whyd you have to do it since youve been gone whyd you do it whyd you have to do it well ive been so lonely sweet sweet sweet sweet baby baby since youve been gone sweet sweet sweet sweet baby ive been so lonely whyd you do it whyd you have to do it since youve been gone whyd you do it whyd you have to do it baby baby baby been so lonely sweet sweet sweet sweet baby ",1
47,"green tambourine","the lemon pipers",1968,"the lemon pipers miscellaneous green tambourine green tambourine the lemon pipers drop your silver in my tambourine help a poor man fill his pretty dream give me pennies ill take anything now listen while i play my green tambourine watch the jingle jangle start to chime reflections of the music that is mine when you drop a coin youll hear it sing now listen while i play my green tambourine  instrumental break  drop a dime before i walk away any song you want ill gladly play money feeds my music machine now listen while i play my green tambourine ",3
48,"1 2 3 red light","1910 fruitgum company",1968,"1910 fruitgum company miscellaneous 1 2 3 red light  1910 fruitgum company  1 2 3 red light  evry time i try to prove i love you 123 red light you stop me baby you aint right to stop me 123 red light you stop me evry time i make a move to love you 123 red light you stop me baby evry night you stop me 123 red light stop the game youve got too much to lose if you stop me again thats when we might end so dont refuse evry time i make a move to love you 123 red light dont stop me baby you aint right to stop me 123 red light wont stop me evry time i try to prove i love you 123 red light wont stop me when i know im right dont stop me 123 red light",3
49,"reach out of the darkness","friend  lover",1968,"i think its so groovy now that people are finally getting together i thinks its so wonderful and how that people are finally getting together reach out in the darkness reach out in the darkness reach out in the darkness and you may find a friend i knew a man that i did not care for and then one day this man gave me a call we sat and talked about things on our mind and now this man he is a friend of mine dont be afraid of love dont be afraid dont be afraid to love everybody needs a little love everybody needs somebody that they can be thinking of",3
50,"jumpin jack flash","the rolling stones",1968,"i was born in a crossfire hurricane and i howled at my ma in the driving rain but its all right now in fact its a gasbut its all right im jumping jack flash its a gas gas gas i was raised by a toothless bearded hag i was schooled with a strap right across my back but its all right now in fact its a gas but its all right im jumping jack flash its a gas gas gas i was drowned i was washed up and left for dead i fell down to my feet and i saw they bled i frowned at the crumbs of a crust of bread i was crowned with a spike right through my head yeah yeah yeah but its all right now in fact its a gas but its all right im jumping jack flash its a gas gas gas jumping jack flash its a gas jumping jack flash its a gas jumping jack flash its a gas jumping jack flash its a gas jumping jack flash its a gas jumping jack flash its a gas jumping jack flash its a gas jumping jack flash its a gas",3
51,"macarthur park","richard harris",1968," spring was never waiting for us girl it ran one step ahead as we followed in the dancebetween the parted pages and were pressed in loves hot fevered iron like a striped pair of pantsmacarthurs park is melting in the dark all the sweet green icing flowing down someone left the cake out in the raini dont think that i can fake it cause it took so long to bake it and ill never have that recipe again oh nooooooi recall the yellow cotton dress foaming like a wave on the ground around your knees birds like tender babies in your hands and the old men playing checkers by the treesmacarthurs park is melting in the dark all the sweet green icing flowing down someone left the cake out in the raini dont think that i can take it cause it took so long to bake it and ill never have that recipe again oh nooooooshort instrumental interludethere would be another song for me for i will sing it there would be another dream for me someone will bring iti will drink the wine while it is warm and never let you catch me looking at the sun and after all the loves of my life after all the loves of my life youll still be the onei will take my life into my hands and i will use it i will win the worship in their eyes and i will lose it i will have the things that i desire and my passion flow like rivers through the skyand after all the loves of my life oh after all the loves of my life ill be thinking of you  and wondering whylonger instrumental interludemacarthurs park is melting in the dark all the sweet green icing flowing down someone left the cake out in the raini dont think that i can take it cause it took so long to bake it and ill never have that recipe again oh noooooo ooh noooooo ",1
52,"light my fire","jose feliciano",1968,"you know that it would be untrue you know that i would be a liar if i was to say to you girl we couldnt get much higher come on baby light my fire come on baby light my fire try to set the night on fire the time for hesitations through theres no time to wallow in the mire darlin we could only lose and our love become a funeral pyre come on baby light my fire come on baby light my fire try to set the night on fire well you know that it would be untrue and you know that i would be a liar if i was to go and tell you mama we couldnt get much higher come on baby light my fire come on baby light my fire try to set the night on fire come on baby light light my fire come on baby light my fire dont you know that its alright light my fire light my fire light my fire light my fire light my fire light my fire girl girl you better light my fire you better light you better light you better light my fire and were gonna get much higher cmon girl you know i love you girl you know i need you babe cmon light light light light my fire light my fire light my fire light my fire light my fire light my fire light light light light light my my my fire light light light light light my fire",3
53,"i love you","people",1968,"people miscellaneous i love you i love you people written by chris white  peaked at 14 on the billboard hot 100 in 1968 i love you i love you i love you yes i do but the words wont come and i dont know what to say i should tell you i love you i do the words should explain but the words wont come i shouldnt hide my love deep inside the words should explain but the words wont come i should tell you just how i feel and i keep tryyyin but something holds me back when i try to tell you i love you i love you i love you yes i dooo i love you i love you i love you yes i do but the words wont come and i dont know what to say i shouldnt hide my love deep inside the words should explain but the words wont come if you could see what you mean to me the words should explain but the words wont come and oh how hard i try to tell you i looove you but something holds me back when i try to tell you i love you i love you i love you yes i dooo i love you i love you i love you yes i do but the words wont come and i dont know what to say yeah  organ  i should tell you i love you i do the words should explain but the words wont come i shouldnt hide my love deep inside the words should explain but the words wont come and oh how hard i try to tell you i looove you but something holds me back when i try to tell you i love you i love you i love you yes i dooo i love you i love you i love you yes i do but the words wont come and i dont know what to say i love you",3
54,"take time to know her","percy sledge",1968," i found a woman i felt a true in love she was every thing id ever been dreaming ofbut she was bad i didnt know it her pretty smile never did show it all i knew is what i could see and i knew i wanted her for mei took her home to mama mama wanna see my future bride well she looked at us both and then she called me to her sideshe said son take time to know her its not an overnight thing take time to know her please dont rush into this thingbut i didnt listen to mama i went straight to the church i just couldnt wait to have a little girl of minewhen i got off from work the preacher was there so was my future bride he looked at us both and then he called me to his sidehe said son take time to know her its not an overnight fling you better take time to know her please please dont rush into this thingbut it looked like every things gonna turn out all right and then i came home a little early one nightand there she was kissing on another man now i know what mama meant when she took me by the handand said son take time to know her its not an overnight thing take time to know her please dont rush into this thingtake time to know her its not an overnight thing take time ",1
55,"pictures of matchstick men","status quo",1968," when i look up to the sky i see your eyes a funny kind of yellow i rush home to bed i soak my head i see your face underneath my pillow i wake next morning tired still yawning see your face come peeping through my windowpictures of matchstick men and you mirages of matchstick men and you all i ever see is them and youwindows echo your reflection when i look in their direction now when will this haunting stop your face it just wont leave me alonepictures of matchstick men and you mirages of matchstick men and you all i ever see is them and youyoure in the sky and with the sky you make men cry you lie youre in the sky and with the sky you make men cry you liepictures of matchstick men and pictures of matchstick men and you pictures of matchstick men and pictures of matchstick men and ",1
56,"summertime blues","blue cheer",1968," oh lord i got to raise a fuss lord i got to raise a holler about a workin all summer just to try to earn a dollar oh lord i tried to call my baby i tried to get a datesometimes i wonder what im a gonna do lord there aint no cure for the summertime blueswell my mom and pop told me son you gotta make some money well if you want to use the car to go ridin next sunday well lord i didnt go to work i told the boss i was sick he saidsometimes i wonder what im a gonna do lord there aint no cure for the summertime bluesive got to take the weeks i got to have a fun vacation ive got to take my problem to the united nations i done told my congressman and he said whoa take this boysometimes i wonder what im a gonna do lord there aint no cure for the summertime bluesive got to take the weeks i got to have a fun vacation ive got to take my problem to the united nations i done told my congressman and he said whoa take this boysometimes i wonder what im a gonna do lord there aint no cure for the summertime blues whoa there aint no cure ",1
57,"aint nothing like the real thing","marvin gaye  tammi terrell",1968,"aint nothing like the real thing baby aint nothing like the real thing aint nothing like the real thing baby aint nothing like the real thing tammi terrell i got your picture hangin on the wall it cant see or come to me when i call your name i realize its just a picture in a frame marvin gaye i read your letters when youre not near but they dont move me and they dont groove me like when i hear your sweet voice whispering in my ear both aint nothing like the real thing baby aint nothing like the real thing tammi i play the game a fantasy i pretend but im not in reality i need the shelter of your arms to comfort me both no other sound is quite the same as your name no touch can do half as much to make me feel better so lets stay together marvin i got some memories to look back on and though they help me when you phone im well aware nothing can take the place of being there both so glad we got the real thing baby so glad we got the real thing aint nothing like the real thing baby aint nothing like the real thing aint nothing like the real thing baby aint nothing like the real thing",5
58,"i got the feelin","james brown",1968," i got the feeling baby baby i got the feelingyou dont know what you do to me people are heavy down in misery hey yeah alright hey hey good lordi got the feeling alrightbaby baby baby baby baby baby baby baby baby baby babyi got the feeling baby baby sometimes im up sometimes im down my heart im around the townim level with the ground baby i said level with the ground well baby you treat me badno no i know no you dont mean it now sometimes i roam but ill be coming back home sometimes i seem to be fly i just dont know when to say bye byehey baby baby i got that feeling baby i have it alrightbaby baby baby baby baby baby baby baby baby baby babycome on now come on now oh oh oh oh ",1
59,"ive gotta get a message to you","the bee gees",1968," the preacher talked to me and he smiled said come and walk with me come and walk one more mile now for once in your life youre alone but you aint got a dime theres no time for the phoneive just got to get a message to you hold on hold on one more hour and my life will be through hold on hold oni told him im in no hurry but if i broke her heart wont you tell her im sorry and for once in my life im alone and ive got to let her know just in time before i goive just go to get a message to you hold on hold on one more hour and my life will be through hold on hold onwell i laughed but that didnt hurt and its only her love that keeps me wearing this dirt now im crying but deep down inside well i did it to him now its my turn to dieive just got to get a message to you hold on hold on one more hour and my life will be through hold on hold on hold on one more hour and my life will be through hold on hold on ive just got to get a message to her hold on hold on ",1
60,"lady madonna","the beatles",1968,"lady madonna children at your feet wonder how you manage to make ends meet who finds the money when you pay the rent did you think that money was heaven sent friday night arrives without a suitcase sunday morning creeping like a nun mondays child has learned to tie his bootlegs see how they run lady madonna baby at your breast wonders how you manage to feed the rest pa pa pa see how they run lady madonna lying on the bed listen to the music playing in your head tuesday afternoon is never ending wednesday morning papers didnt come thursday night your stockings needed mending see how they run lady madonna children at your feet wonder how you manage to make ends meet",3
61,"hurdy gurdy man","donovan",1968," thrown like a star in my vast sleep i open my eyes to take a peep to find that i was by the sea me gazing with tranquilityit was then when the hurdy gurdy man came singing songs of love then when the hurdy gurdy man came singing songs of lovehurdy gurdy hurdy gurdy hurdy gurdy gurdy he sang hurdy gurdy hurdy gurdy hurdy gurdy gurdy he sang hurdy gurdy hurdy gurdy hurdy gurdy gurdy he sanghistories of ages past unenlightened shadows cast down through all eternity the crying of humanityit is then when the hurdy gurdy man comes singing songs of love then when the hurdy gurdy man comes singing songs of lovehurdy gurdy hurdy gurdy hurdy gurdy gurdy he sang hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy gurdy he sanghurdy gurdy hurdy gurdy hurdy gurdy gurdy he sang here comes the roly poly man and hes singing songs of love roly poly roly poly roly poly poly he sang hurdy gurdy hurdy gurdy hurdy gurdy gurdy he sang hurdy gurdy hurdy gurdy hurdy gurdy gurdy he sang ",1
62,"magic carpet ride","steppenwolf",1968," i like to dream yes yes right between my sound machine on a cloud of sound i drift in the night any place it goes is right goes far flies near to the stars away from herewell you dont know what we can find why dont you come with me little girl on a magic carpet ride you dont know what we can see why dont you tell your dreams to me fantasy will set you free close your eyes girl look inside girl let the sound take you awaylast night i held aladdins lamp and so i wished that i could stay before the thing could answer me someone came and took the lamp away i looked around a lousy candles all i foundwell you dont know what we can find why dont you come with me little girl on a magic carpet ride well you dont know what we can see why dont you tell your dreams to me fantasy will set you free close your eyes girl look inside girl let the sound take you away ",1
63,"bottle of wine","the fireballs",1968,"bottle of wine fruit of the vine when you gonna let me get sober leave me alone let me go home let me go home and start over ramblin around this dirty old town and singin for nickels and dimes times gettin rough i aint got enough to buy me a bottle of wine bottle of wine fruit of the vine when you gonna let me get sober leave me alone let me go home let me go home and start over a pain in my head theres bugs in my bed my pants are so old that they shine out on the street i beg the people i meet to buy me a bottle of wine bottle of wine fruit of the vine when you gonna let me get sober leave me alone let me go home let me go home and start over bottle of wine fruit of the vine when you gonna let me get sober leave me alone let me go home let me go home and start over bottle of wine fruit of the vine when you gonna let me get sober leave me alone let me go home let me go home and start over let me go home and start over let me go home and start over",3
64,"stay in my corner","the dells",1968,"  ",1
65,"soul serenade","willie mitchell",1968,"instrumental",3
66,"delilah","tom jones",1968," i saw the light on the night that i passed by her window i saw the flickering shadow of love on her blind she was my woman as she deceived me i watched and went out of my mindmy my my delilah why why why delilah i could see that girl was no good for me but i was lost like a slave that no man could freeat break of day when that man drove away i was waiting i crossed the street to her house and she opened the door she stood there laughing i felt the knife in my hand and she laughed no moremy my my delilah why why why delilah so before they come to break down the door forgive me delilah i just couldnt take any moreshe stood there laughing i felt the knife in my hand and she laughed no moremy my my delilah why why why delilah so before they come to break down the door forgive me delilah i just couldnt take any moreforgive me delilah i just couldnt take any more ",1
67,"nobody but me","the human beinz",1968," no no no no no no no no no no no no no no no no no no no no no no no no no no no no no nonobody can do the shingaling like i dono no no no no no no no no no no no no no no no no no no no no no no no no no no no no nonobody can do the skate like i dono no no no no no no no no no no no no no no no no no no no no no no no no no no no no nonobody can do the boogaloo like i dono no no no no no no no no no no no no no no no no no no no no no no no no no no no no nonobody can do the philly like i dowell dont you know im gonna skate im doin aint nobody doin but me baby nobody but meyes i gonna philly im doin aint nobody doin but me baby nobody but mewell let me tell you nobody nobody but me well let me tell you nobody nobody nobody etc ",1
68,"i thank you","sam and dave",1968,"sam miscellaneous i thank you i thank you sam and dave david porter isaac hayes spoken i want everybody to get up off your seat and get your arms together and your hands together and give me some of that ooold soul clapping you didnt have to love me like you did but you did but you did and i thank you you didnt have to squeeze me like you did but you did but you did and i thank you if you took your love to somewhere else i wouldnt know what it meant to be loved to death you made me feel like ive never felt kisses so good i had to holler for help you didnt have to squeeze me but you did but you did but you did and i thank you you didnt have to hold me but you did but you did but you did and i thank you every day was something new you pull out your bag and your fine todo you got me trying new things too just so i can keep up with you you didnt have to shake me like you did but you did but you did and i thank you you didnt have to make it like you did but you did but you did and i thank you all my life ive been shortchanged without your love baby its a crying shame and now i know what the fellas are talking about when they say that they been turned out i want to thank you thank you thank you oh baby thank you baby yeah yeah oh baby i gotta be thanking got to say horn break you didnt have to love me like you did but you did but you did and i thank you you didnt have to hold me like you did but you did but you did and i thank you thank you thank you baby baby got to thank you baby oh baby thank ive got ive got to thank you baby thank you baby oh baby fade transcribed by todd peach",3
69,"the fool on the hill","sergio mendes",1968,"sergio mendes miscellaneous the fool on the hill the fool on the hill the beatles music  lyrics  john lennon  paul mccartney day after day alone on the hill the man with the foolish grin is keeping perfectly still but nobody wants to know him they can see that hes just a fool and he never gives an answer but the fool on the hill sees the sun going down and the eyes in his head see the world spinning around well on his way his head in a cloud the man of a thousand voices talking percetly loud but nobody ever hears him or the sound he appears to make and he never seems to notice but the fool on the hill    nobody seems to like him they can tell what he wants to do and he never shows his feelings but the fool on the hill   ",3
