"Rank","Song","Artist","Year","Lyrics","Source"
72,"love will turn you around","kenny rogers",1982," you can run you can hide never let it inside keep livin your life in the dark but sooner or later that gentle persuader is gonna catch up with your heartmake you a dreamer believer believin in loveright when a mans doin all that he planned and he thinks hes got just what he needs life will deliver a shock that will shiver and drivin him down to his kneesmake him start givin livin livin againwell its your mind that tricks you in believin every time love will turn you around turn you aroundwell its your heart that talks you into to stayin where you are love will turn you around turn you aroundout of the blue she reaches for you and you tell her you dont have the time so you move away fast but you know it wont last cause you cant get her off of your mindthoughts are burnin turnin theyre turnin aroundhow do you know when to stay or to go and how do you know when its real you dont need a sign to make up your mind you got your heart at the wheelyou wanna start sharin carin carin againwell its your mind that tricks you in believin every time love will turn you around turn you aroundwell its your heart that talks you into to stayin where you are love will turn you around turn you aroundlove will turn you around turn you around love will turn you around turn you around turn you around ",1
73,"dont stop believin","journey",1982," just a small town girl livin in a lonely world she took the midnight train goin anywhere just a city boy born and raised in south detroit he took the midnight train goin anywherea singer in a smoky room a smell of wine and cheap perfume for a smile they can share the night it goes on and on and on and onchorus strangers waiting up and down the boulevard their shadows searching in the night streetlights people livin just to find emotion hidin somewhere in the nightworking hard to get my fill everybody wants a thrill payin anything to roll the dice just one more time some will win some will lose some were born to sing the blues oh the movie never ends it goes on and on and on and onstrangers waiting up and down the boulevard their shadows searching in the night streetlights people living just to find emotion hiding somewhere in the nightchorus dont stop believin hold on to the feelin streetlights peopledont stop believin hold on streetlights peopledont stop believin hold on to the feelin streetlights people ",1
74,"comin in and out of your life","barbra streisand",1982,"i still can remember the last time i cried i was holding you and loving you knowing it would end i never felt so good yet felt so bad youre the one i love and what makes it sad is you dont belong to me and i can remember the last time i lied i was holding you and telling you we could still be friends tried to let you go but i cant you know and even though im not with you i need you so but you dont belong to me comin in and out of your life isnt easy when theres so many nights i cant hold you and ive told you these feelings are so hard to find comin in and out of your life will never free me cause i dont need to touch you to feel you its so real with you i just cant get you out of my mind but i can remember the last time we tried each needing more than we could give and knowing all the time a stronger love just cant be found even though at times this crazy world is turning upside down youll always belong to me comin in and out of your life isnt easy when theres so many times i cant hold you and ive told you these feelings are so hard to find comin in and out of your life will never free me i dont need to touch you to feel you its so real with you i just cant get you out of my mind but i can remember",3
75,"gloria","laura branigan",1982," gloria youre always on the run now running after somebody you gotta get him somehow i think youve got to slow down before you start to blow it i think youre headed for a breakdown so be careful not to show ityou really dont remember was it something that he said are the voices in your head calling gloria gloria dont you think youre fallin if everybody wants you why isnt anybody callin you dont have to answer leave them hangin on the line ohohoh calling gloria gloria gloria i think they got your number gloria i think they got the alias gloria that youve been living under gloria but you really dont remember was it something that they said are the voices in your head calling gloriaahaha ahaha gloria hows it gonna go down will you meet him on the main line or will you catch him on the rebound will you marry for the money take a lover in the afternoon feel your innocence slipping away dont believe its comin back soonand you really dont remember was it something that he said are the voices in your head calling gloria gloria dont you think youre fallin if everybody wants you why isnt anybody callin you dont have to answer leave them hangin on the line ohohoh calling gloria gloria gloria i think they got your number gloria i think they got the alias gloria that youve been living under gloria but you really dont remember was it something that they said are the voices in your head calling gloria ",1
76,"empty garden hey hey johnny","elton john",1982," what happened here as the new york sunset disappeared i found an empty garden among the flagstones there who lived here he must have been a gardener that cared a lot who weeded out the tears and grew a good crop and now it all looks strange its funny how one insect can damage so much grainand whats it for this little empty garden by the brownstone door and in the cracks along the sidewalk nothing grows no more who lived here he must have been a gardener that cared a lot who weeded out the tears and grew a good crop and we are so amazed were crippled and were dazed a gardener like that one no one can replaceand ive been knocking but no one answers and ive been knocking most of the day oh and ive been calling oh hey hey johnny cant you come out to playand through their tears some say he farmed his best in younger years but hed have said that roots grow stronger if only he could hear who lived there he must have been a gardener that cared a lot who weeded out the tears and grew a good crop now we pray for rain and with every drop that falls we hear we hear your nameand ive been knocking but no one answers and ive been knocking most of the day oh and ive been calling oh hey hey johnny cant you come out to playand ive been knocking but no one answers and ive been knocking most all the day oh and ive been calling oh hey hey johnny cant you come out can you come out to play johnny cant you come out to play in your empty garden johnny cant you come out to play in your empty garden johnny cant you come out to play in your empty garden johnny cant you come out to play in your empty garden johnny cant you come out to play in your empty garden johnny cant you come out to play in your empty garden johnny ",1
77,"yesterdays songs","neil diamond",1982," NA ",1
78,"crimson and clover","joan jett  the blackhearts",1982,"ah and i dont hardly know her but i think i can love her crimson and clover ah now when she comes walking over now ive been waiting to show her crimson and clover over and over yeah ah my minds such a sweet thing i want to do everything what a beautiful feeling crimson and clover over and over crimson and clover over and over crimson and clover over and over crimson and clover over and over crimson and clover over and over",3
79,"every little thing she does is magic","the police",1982," though ive tried before to tell her of the feelings i have for her in my heart every time that i come near her i just lose my nerve as ive done from the startevery little thing she does is magic everything she do just turns me on even though my life before was tragic now i know my love for her goes ondo i have to tell the story of a thousand rainy days since we first met its a big enough umbrella but its always me that ends up getting wetevery little thing she does is magic everything she do just turns me on even though my life before was tragic now i know my love for her goes oni resolved to call her up a thousand times a day and ask her if shell marry me in some old fashioned way but my silent fears have gripped me long before i reach the phone long before my time has tripped me must i always be aloneevery little thing she does is magic everything she do just turns me on even though my life before was tragic now i know my love for her goes onevery little thing she does is magic everything she do just turns me on even though my life before was tragic now i know my love for her goes onoh yeah oh yeah oh yeah every little thing every little thing every little thing every little thing every little every little ever little every little thing she does every little thing she does every little thing she does every little thing she doesbeo beo beo beo beo beo beo beo beo beo beo beo beo beo beo beoevery little thing every little thing every little thing she do is magic magic magic magic magic magichey oh yo oh beoah thousand rainy days since we first met its a big enough umbrella but its always me that ends getting wet ",1
80,"here i am","air supply",1982," here i am playing with those memories again and just when i thought time had set me free those thoughts of you keep taunting meholding you a feeling i never outgrew though each and every part of me has tried only you can fill that space insideso theres no sense pretending my heart its not mendingjust when i thought i was over you and just when i thought i could stand on my own oh baby those memories come crashing through and i just cant go on without youon my own ive tried to make the best of it alone ive done everything i can to ease the pain but only you can stop the raini just cant live without you i miss everything about youjust when i thought i was over you and just when i thought i could stand on my own oh baby those memories come crashing through and i just cant go on without go on without its just no good without youwithout you without you without you without you without you without you ",1
81,"i keep forgettin every time youre near","michael mcdonald",1982,"  ",1
82,"get down on it","kool  the gang",1982,"hey hey yeah what you gonna do you wanna get down tell me what you gonna do do you wanna get down what you gonna do you wanna get down get your back up off the wall dance come on get your back up off the wall dance come on get down on it get down on it get down on it get down on it come on and get down on it get down on it get down on it get down on it how you gonna do it if you really dont wannna dance by standing on the wall get your back up off the wall tell me how you gonna do it if you really dont wanna dance by standing on the wall get your back up off the wall cause i heard all the people sayin get down on it come on and get down on it if you really want it get down on it you gotta feel it get down on it get down on it get down on it come on and get down on it baby baby get down on it get down on it get down on it i say people what what you gonna do youve gotta get on the groove if you want your body to move tell me baby how you gonna do it if you really dont wanna dance by standing on the wall get your back up off the wall tell me how you gonna do it if you really wont take a chance by standing on the wall get your back up off the wall cause i heard all the people sayin get down on it get down on it what you gonna do do you wanna get down what you gonna do get your back up off the wall dance come on get your back up off the wall dance come on get your back up off the wall get down on it come on and get down on it if you really want it get down on it you gotta feel it get down on it get down on it get down on it come on and get down on it baby baby get down on it get down on it get down on it how you gonna do it if you really dont wanna dance by standing on the wall get your back up off the wall tell me baby how you gonna do it if you really wont take a chance by standing on the wall get your back up off the wall listen baby you know it when you dancin yeah you show it a when you move move move you know it when you dancin yeah you show it as you move across the block get down on it come on and get down on it if you really want it get down on it you gotta feel it get down on it get down on it get down on it come on and get down on it baby baby get down on it get on it get down on it what you gonna do do you wanna get down what you gonna do if you gonna feel it get your back up off the wall dance come on get your back up off the wall dance come on if you gonna feel it get down on it come on and get down on it if you really want it get down on it you gotta feel it get down on it get down on it get down on it come on and get down on it get down on it get down on it while you dancin get down on it get down on it get down on it   get down on it get down on it get down on it  get down on it  you move me baby when you move get down on it  get down on it get down on it get down on it   get down on it get down on it get down on it   get down on it get down on it get down on it   get down on it get down on it  you move me baby when you move get down on it   get down on it get down on it get down on it   get down on it get down on it get your back up off the wall get down on it   get down on it get down on it get down on it   get down on it get down on it get your back up off the wall get down on it   get down on it get down on it get down on it   get down on it get down on it get your back up off the wall ",3
83,"any day now","ronnie milsap",1982," any day now i will hear you say good bye my love and youll be on your way then my wild beautiful bird you will have flown any day now ill be all aloneany day now when your restless eyes meets someone new oh to my sad surprise then the blue shadows will fall all over town any day now love will let me downi know i shouldnt want to keep you if you dont want to stay until youre gone forever ill keep holding on for dear lifeholding you this way begging you to stayany day now when the clock strikes go youll call it off then my tears will flow then my wild beautiful bird you will have flown any day now love will let me down cause you wont be aroundoh then the blue shadows will fall all over town any day now love will let me down cause you wont be around any day now you wont be around no no no no no no you wont be around ",1
84,"make a move on me","olivia newtonjohn",1982," i can tell you got plans for me and your eyes are saying you made them carefully but tonight i have to say there just might be another way wont you spare me all the charms and take me in your arms i cant wait i cant waitim the one you want thats all i wanna be so come on baby make a move on me got nowhere to go all my time is free so come on baby make a move on me tonight i cant wait i cant waityou made the prettiest speech ive heard but a single touch surely is worth a thousand words to a heart thats open wide and from the start was on your side wont you spare me all the charms and take me in your arms i cant wait i cant waitim the one you want thats all i wanna be so come on baby make a move on me got nowhere to go all my time is free so come on baby make a move on me tonight i cant wait i cant waitim the one you want thats all i wanna be so come on baby make a move on me got nowhere to go all my time is free so come on baby make a move on me tonight i cant wait i cant waitim the one you want thats all i wanna be so come on baby make a move on me got nowhere to go all my time is free ",1
85,"take my heart you can have it if you want it","kool  the gang",1982,"has there ever come a time when you fell real nice and you want to let someone know that you really appreciate them all you have to do is moan a little bit for me it goes something like this you see no time for wasting baby were gone all through those moves im offering satisfaction darling girl im giving you all my love anytime is the right time baby come on and take my heart its all yours if you want it baby my heart is tearing all apart i say you can have it yeah if you want it if you want it come and get it baby but if you want it you can have it come and get it girl yeah if you want it yeah see darling theres no time for wasting baby come on please make up your mind good loving is so pleasing baby girl im giving you all my time you can have it if you want it just come and get it and baby its yours yeah ive got it to give and if you want it i know that youre gonna love it so come on girl oh i knew youd like it oh baby you got me saying something like listen now one night while i was sleeping baby had a dream of you and i found myself asking you baby take my hand and be my wife theres no time for wasting baby because weve gone all through these moves cause im offering satisfaction darling girl im giving you all my love you can have it yeah if you want it you really want my loving if you want it its all yours baby you can have it any time of the day dont matter what place it is you can get it baby oh yeah come on girl and get it if you want it you can have it dont you know that cause i will make you feel alright oh baby cant you tell that i need it come on baby take my heart come on baby oh yeah yeah come on darling satisfaction guaranteed oh  baby like marvin huh oh youre such a pretty little girl baby cmon and take my heart baby",3
86,"mirror mirror","diana ross",1982," mirror mirror on the wall you said you had the answer to it all you never told me id take a fall mirror mirror on the wallyou you turned my life into a paperback novel words that come to life inside your little melodrama chapter one when i was young i came to you with my problems chapter two you promised me love and anything that i desiredtell me mirror mirror mirror on the wall thought you said you had the answer to it all never told me i was gonna take a fall tell me mirror mirror mirror on the wallyou have nailed my heart upon the wall for your pleasures you have cast a spell that cannot ever be broken and now my eyes grow tired i watch my picture getting older but i remain the same trapped in this mirror forevertell me mirror mirror mirror on the wall thought you said you had the answer to it all you never told me i was gonna take a fall tell me mirror mirror mirror on the walli talk to you each night and i follow your advise youve been wrong whats the price i have to pay for this fairy tale thing called love let me gotell me mirror mirror mirror on the wall thought you said you had the answer to it all never told me i was gonna take a fall tell me mirror mirror mirror on the wallmirror mirrortell me mirror mirror on the wall i thought you said you had the answer to it all you never told me i was gonna take a fall tell me mirror mirror on the walltell me mirror tell me mirror ",1
87,"vacation","the gogos",1982," cant seem to get my mind off of you back here at home with nothing to do now that im away i wish id stay tomorrows a day of mine that you wont be inwhen you looked at me i should have run but i thought it was just for fun i see i was wrong and im not so strong i should have known all along that time would tella week without you thought id forget two weeks without you and i still havent gotten over you yetvacation all i ever wanted vacation had to get away vacation meant to be spent alonevacation all i ever wanted vacation had to get away vacation meant to be spent alonea week without you thought id forget two weeks without you and i still havent gotten over you yetvacation all i ever wanted vacation had to get away vacation meant to be spent alonevacation all i ever wanted vacation had to get away vacation meant to be spent alonevacation all i ever wanted vacation had to get away vacation meant to be spent alone ",1
88,"oh pretty woman","van halen",1982," pretty woman walkin down the street pretty woman the kind id like to meet pretty woman i dont believe you it must be true no one could look as good as you mercypretty woman wont you pardon me pretty woman i couldnt help but see pretty woman oh you look lovely as can be are you lonely just like mepretty woman stop awhile pretty woman talk awhile pretty woman give your smile to mepretty woman yeah yeah yeah pretty woman look my way pretty woman say youll stay with me cause i need you need you tonightpretty woman dont walk on by pretty woman dont make me cry pretty woman dont walk away hey okay if thats the way it must be okayi guess ill go on home its late therell be tomorrow night but wait what do i see shes walkin back to me oh oh pretty woman ",1
89,"should i do it","the pointer sisters",1982,"i swore when he hurt me so i wouldnt see him anymore but today he called my name oh i could feel the same old flame should i do it should i fall should i do it after all is it crazy is it right i really wanna love him tonight should i do it should i play can i help it anyway when i feel him hold me tight im gonna turn on like a light i know when were in his car i couldnt go just so far i wanna give him everything so when i hear the telephone ring yeah should i do it should i fall should i do it after all is it crazy is it right i really wanna love him tonight should i do it should i play can i help it anyway when i feel him hold me tight im gonna turn on like a light oh im so lonely and hes so fine maybe i should swallow my pride just one one one more time yeah yeah yeah yeah i really got to know should i do it should i fall should i do it after all is it crazy is it right i really wanna love him tonight should i do it should i play can i help it anyway when i feel him hold me tight im gonna turn on like a light should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it should i do it",3
90,"hot in the city","billy idol",1982," stranger stranger stranger strangerits hot here at night lonely black and quiet on a hot summer night dont be afraid of the world we made on a hot summer nightcause when a longlegged lovely walks by yeah you can see the look in her eye then you know that itshot in the city hot in the city tonight tonight hot in the city hot in the city tonight tonightstranger strangerfor all the dreams and schemes people are as they seem on a hot summer night dont be no fun dont forget youre young on a hot summer nighta sometime someone youre not dont wait to see what you got cause you know that yourehot in the city hot in the city tonight tonight hot in the city hot in the city tonight tonightwell walk until my feet drop im a train when im hateful yeah lay right down now and ride until your head breaksim awalkin til my brain pops i will move with the beat now im a chain round an abomb im a ribbon in the heat now new yorkhot in the city hot in the city tonight tonight hot in the city hot in the city tonight tonight hot in the city hot in the city tonight tonight  ",1
91,"kids in america","kim wilde",1982," looking out a dirty old window down below the cars in the city go rushing by i sit here alone and i wonder whyfriday night and everyones moving i can feel the heat but its soothing heading down i search for the beat in this dirty towndown town the young ones are going down town the young ones are growingwere the kids in america whoa  oh were the kids in america whoa  oh everybody live for the musicgoroundbright lights the music get faster look boy dont check on your watch not another glance im not leaving now honey not a chancehotshot shot give me no problems much later baby youll be saying never mind you know life is cruel life is never kindkind hearts dont make a new story kind hearts dont grab any glorywere the kids in america whoa  oh were the kids in america whoa  oh everybody live for the musicgoroundla la la la la la la la la la la la sing la la la la la la la la la la la lacome closer honey thats better got to get a brand new experience feeling right oh dont try to stop baby hold me tightoutside a new day is dawning outside suburbias sprawling everywhere i dont want to go baby new york to east california theres a new wave coming i warn youwere the kids in america whoa  oh were the kids in america whoa  oh everybody live for the musicgoroundla la la la la la la la la la la la sing la la la la la la la la la la la lawere the kids were the kids were the kids in americawere the kids were the kids were the kids in americawere the kids were the kids were the kids in america ",1
92,"man on your mind","little river band",1982," i can feel it floating away inch by inch day by day love boat set itself free castaway slipping out to seai can feel it coming adrift even a blind man could see the rift from an ocean liner to a chinese junk there aint been a ship that cant be sunki used to dream it could last forever but pipe dreams never come true id be foolin myself if i never thought something like this couldnt happen to youi said baby youve got a man on your mind you got a weight on your shoulders how you ever gonna find the words to say goodbyeyou dont know just what you got till its gone i guess you heard that a lot but its true its not just a game you cant change your life by changing your nameits not something you can hide away sooner or later it starts to show its written on your face youve been betrayed do you really believe that i dont knowi said baby youve got a man on your mind you got a weight on your shoulders how you ever gonna find the words to say goodbyeits already fallen so its no use to fight and if he starts callin let him know youre with me for the rest of the nightoh i said baby youve got a man on your mind you got a weight on your shoulders how you ever gonna find the words to say goodbyebaby youve got a man on your mind you got a weight on your shoulders how you ever gonna find the words to say goodbyebaby youve got a man on your mind you got a weight on your shoulders how you ever gonna find the words to say goodbyebaby youve got a man on your mind ",1
93,"whats forever for","michael murphey",1982,NA,NA
94,"waiting on a friend","the rolling stones",1982,"watching girls go passing by it aint that latest thing im just standing in a doorway im just trying to make some sense out of these girls go passing by the tales they tell of men im not waiting on a lady im just waiting on a friend a smile relieves a heart that grieves remember what i said im not waiting on a lady im just waiting on a friend just waiting on a friend im just waiting on a friend im just waiting on a friend dont need a whore i dont need no food dont need a virgin priest i need someone i can cry to i need someone to protect im making love and breaking hearts it is a game for youth im not waiting on a lady oh yeah im just waiting on a friend im just waiting on a friend im just waiting on a friend im just waiting on a friend im just waiting on a friend im just waiting on a friend im just waiting on a friend",3
95,"do i do","stevie wonder",1982," when i see you on the street my whole body gets weak when youre standing in a crowd your love talks to me so loud girl do i do what you do when i do my love to youwhen i hear you on the phone your sweet sexy voice turns my ear all the way on just the mention of your name seems to drive my head insane girl do i do what you do when i do my love to you babyyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for you yes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youmy life has been waiting for your love my arms have been waiting for your love to arrive my heart has been waiting my soul anticipating your love love lovefrom the time that i awake im imagining the good love that well make if to me your vibe can do all this just imagine how its going to feel when we hug and kiss sugar do i do what you do when i do my love to you all rightyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for you yes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youmy life has been waiting for your love my arms have been waiting for your love to arrive my heart has been waiting my soul anticipating your love your love your loveladies and gentlemen i have the pleasure to present on my album mr dizzy gillespie blow blow blow blow blow blow blow do i do what you do when i do my love to youyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for you yes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youmy life has been waiting for your love my arms have been waiting for your love to arrive my heart has been waiting my soul anticipating your love your love your loveoh i dont care how long it might take cause i know the woman for me you ill make and i will not deny myself the chance of being part of what feels like the right romancegirl do i do what you do when i do my love to you oh yeahyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for youyes i got some candy kisses for your lips yes i got some honey suckle chocolate dripping kisses full of love for yougirl ive got some chocolate kisses for your lovin baby oh yea do you want some candy do you want some honey suckle do you want some chocolate dripping kisses full of love for yougirl if you felt everything you heard me say turn your feelings in your heart back to me right away and ill get itdo i do do i do what you do what you do when i do my love to youdo i do do i do what you do what you do when i do my love to youdo i do do i do what you do what you do when i do my love to youdo i do do i do what you do what you do when i do my love nate i know the record is about to end but were just going to play and play until it goes away so if you dont like the groove you can turn the record off it wont cost you nothin but a penny and youll have a cough i know i cannot ryhme cause i aint like a friend of mine but i hai ha ha hanow everybodys talking about the jive is in well i know ive got something for your body earl earl playing by himself man earl playing by himself man earl playing by himself man dennis playing by himself man five four three two one ",1
96,"working for the weekend","loverboy",1982," everyones watching to see what you will do everyones looking at you oh everyones wondering will you come out tonight everyones trying to get it right get it righteverybodys working for the weekend everybody wants a little romance everybodys goin off the deep end everybody needs a second chance oh you want a piece of my heart you better start from start you wanna be in the show come on baby lets goeveryones looking to see if it was you everyone wants you to come through everyones hoping itll all work out everyones waiting theyre holding outeverybodys working for the weekend everybody wants a little romance everybodys goin off the deep end everybody needs a second chance oh you want a piece of my heart you better start from start you wanna be in the show come on baby lets goyou want a piece of my heart you better start from start you wanna be in the show come on baby lets goyou want a piece of my heart you better start from start you wanna be in the show come on baby lets go ",1
97,"goin down","greg guidry",1982,"greg guidry miscellaneous goin down goin down greg guldry i get the feeling that im in way over my head i should be careful but im goin deeper instead cause when she looks at me i wanna run by her side anyone could see a fool could drown in her eyes and im goin down for the last time im goin down for the last time goin down out of my mind im nearly out of my mind love is comin over over me it must be magic how she casts her spell over me her secret passions got me charmed ill never get free cause when shes holding me she lights a fire in my soul any fool could see theres only one place to go",3
98,"arthurs theme best that you can do","christopher cross",1982," once in your life you find her someone that turns your heart around and next thing you know youre closing down the town wake up and its still with you even though you left her way across town wondering to yourself hey whatve i foundwhen you get caught between the moon and new york city i know its crazy but its true if you get caught between the moon and new york city the best that you can do the best that you can do is fall in lovearthur he does as he pleases all of his life hes mastered choice deep in his heart hes just hes just a boy living his life one day at a time hes showing himself a really good time hes laughing about the way they want him to bewhen you get caught between the moon and new york city i know its crazy but its true if you get caught between the moon and new york city the best that you can do the best that you can do is fall in lovewhen you get caught between the moon and new york city i know its crazy but its true if you get caught between the moon and new york city the best that you can do the best that you can do is fall in lovewhen you get caught between the moon and new york city i know its crazy but its true if you get caught between the moon and new york city the best that you can do the best that you can do is fall in love ",1
99,"through the years","kenny rogers",1982," i cant remember when you werent there when i didnt care for anyone but you i swear weve been through everything there is cant imagine anything weve missed cant imagine anything the two of us cant dothrough the years youve never let me down you turned my life around the sweetest days ive found ive found with you through the years ive never been afraid ive loved the life weve made and im so glad ive stayed right here with you through the yearsi cant remember what i used to do who i trusted whom i listened to before i swear youve taught me everything i know cant imagine needing someone so but through the years it seems to me i need you more and morethrough the years through all the good and bad i knew how much we had ive always been so glad to be with you through the years its better everyday youve kissed my tears away as long as its okay ill stay with you through the yearsthrough the years when everything went wrong together we were strong i know that i belonged right here with you through the years i never had a doubt wed always work things out ive learned what loves about by loving you through the yearsthrough the years youve never let me down youve turned my life around the sweetest days ive found ive found with you through the years its better everyday youve kissed my tears away as long as its okay ill stay with you through the years ",1
100,"edge of seventeen just like the white winged dove","stevie nicks",1982," just like the white winged dove sings a song sounds like shes singing ooh ooh ooh just like the white winged dove sings a song sounds like shes singing oh baby oh said ohand the days go by like a strand in the wind in the web that is my own i begin again said to my friend baby nothin else matteredhe was no more than a baby then well he seemed broken hearted something within him but the moment that i first laid eyes on him all alone on the edge of seventeenjust like the white winged dove sings a song sounds like shes singing oh baby oh said oh just like the white winged dove sings a song sounds like shes singing oh baby oh said ohi went today maybe i will go again tomorrow and the music there it was hauntingly familiar when i see you doing what i try to do for me with the words from a poet and the voice from a choir and a melody nothing else matteredjust like the white winged dove sings a song sounds like shes singing oh baby oh said oh just like the white winged dove sings a song sounds like shes singing oh baby oh said ohthe clouds never expect it when it rains but the sea changes colors but the sea does not change and so with the slow graceful flow of age i went forth with an age old desire to please on the edge of seventeenjust like the white winged dove sings a song sounds like shes singing oh baby oh said oh just like the white winged dove sings a song sounds like shes singing oh baby oh said ohwell then suddenly there was no one left standing in the hall yeah yeah in a flood of tears that no one really ever heard fall at all i went searchin for an answer up the stairs and down the hall not to find an answer just to hear the call of a nightbird singing come away come awayjust like the white winged dove sings a song sounds like shes singing oh baby oh said oh just like the white winged dove sings a song sounds like shes singing oh baby oh said ohwell i hear you in the morning and i hear you at nightfall sometime to be near you is to be unable to hear you my love im a few years older than youjust like the white winged dove sings a song sounds like shes singing oh baby oh said oh ",1
1,"every breath you take","the police",1983," every breath you take and every move you make every bond you break every step you take ill be watching you every single day and every word you say every game you play every night you stay ill be watching youoh cant you see you belong to me how my poor heart aches with every step you takeevery move you make every vow you break every smile you fake every claim you stake ill be watching yousince youve gone ive been lost without a trace i dream at night i can only see your face i look around but its you i cant replace i feel so cold and i long for your embrace i keep crying baby baby pleaseoh cant you see you belong to me how my poor heart aches with every step you takeevery move you make and every vow you break every smile you fake every claim you stake ill be watching you every move you make every step you take ill be watching youill be watching you every breath you take and every move you make every bond you break every step you take ill be watching you every single day and every word you say every game you play every night you stay ill be watching you every move you make every vow you break every smile you fake every claim you stake ill be watching you every single day and every word you say every game you play every night you stay ill be watching youevery breath you take and every move you make every bond you break every step you take ill be watching you every single day and every word you say every game you play every night you stay ill be watching you every move you make every vow you break every smile you fake every claim you stake ill be watching you every single day and every word you say every game you play every night you stay ill be watching you ",1
2,"billie jean","michael jackson",1983," she was more like a beauty queen from a movie scene i said dont mind but what do you mean i am the one who will dance on the floor in the round she said i am the one who will dance on the floor in the roundshe told me her name was billie jean as she caused a scene then every head turned with eyes that dreamed of being the one who will dance on the floor in the roundpeople always told me be careful of what you do and dont go around breaking young girls hearts and mother always told me be careful of who you love and be careful of what you do cause the lie becomes the truthbillie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son she says i am the one but the kid is not my sonfor forty days and forty nights the law was on her side but who can stand when shes in demand her schemes and plans cause we danced on the floor in the round so take my strong advice just remember to always think twice dont think twice dont think twiceshe told my baby wed danced till three then she looked at me then showed a photo my baby cried his eyes were like mine oh no cause we danced on the floor in the round babypeople always told me be careful of what you do and dont go around breaking young girls hearts she came and stood right by me just the smell of sweet perfume this happened much too soon she called me to her roombillie jean is not my lover shes just a girl who claims that i am the one but the kid is not my sonbillie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son she says i am the one but the kid is not my sonshe says i am the one but the kid is not my sonbillie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son she says i am the one but the kid is not my sonshe says i am the one you know what you did she says he is my sonbreaking my heart babe she says i am the onebillie jean is not my lover billie jean is not my lover billie jean is not my lover billie jean is not my lover dont billie jean billie jean is not my lover billie jean is not my lover ",1
3,"flashdance what a feeling","irene cara",1983," first when theres nothing but a slow glowing dream that your fear seems to hide deep inside your mindall alone i have cried silent tears full of pride in a world made of steel made of stonewell i hear the music close my eyes feel the rhythm wrap around take a hold of my heartwhat a feeling beins believin i can have it all now im dancing for my lifetake your passion and make it happen pictures come alive you can dance right through your lifenow i hear the music close my eyes i am rhythm in a flash it takes hold of my heartwhat a feeling beins believin i can have it all now im dancing for my lifetake your passion and make it happen pictures come alive now im dancing through my life what a feelingwhat a feeling i am music now beins believin i am rhythm now pictures come alive you can dance right through your lifewhat a feeling i can really have it all what a feeling pictures come alive when i call i can have it all i can really have it all have it all pictures come alive when i call call call call callwhat a feeling i can have it all beins believin beins believin take your passionmake it happen make it happen what a feeling what a feeling ",1
4,"down under","men at work",1983," traveling in a friedout combie on a hippie trail head full of zombie i met a strange lady she made me nervous she took me in and gave me breakfast and she saiddo you come from a land down under where women glow and men plunder cant you hear cant you hear the thunder you better run you better take coverbuying bread from a man in brussels he was sixfootfour and full of muscles i said do you speaka my language he just smiled and gave me a vegemite sandwich and he saidi come from a land down under where beer does flow and men chunder cant you hear cant you hear the thunder you better run you better take cover yeahlyin in a den in bombay with a slack jaw and not much to say i said to the man are you trying to tempt me because i come from the land of plenty and he saiddo you come from a land down under oh yeah yeah where women glow and men plunder cant you hear cant you hear the thunder you better run you better take coverliving in a land down under where women glow and men plunder cant you hear cant you hear the thunder you better run you better take coverliving in a land down under where women glow and men plunder cant you hear cant you hear the thunder you better run you better take coverliving in a land down under where women glow and men plunder cant you hear cant you hear the thunder you better run you better take coverliving in a land down under where women glow and men plunder cant you hear cant you hear the thunder you better run you better take cover ",1
