"Rank","Song","Artist","Year","Lyrics","Source"
81,"naked eye","luscious jackson",1997," its not a choice i tried to make its not a thought i couldnt take something told me it was time to give you yours and leave me minemy vision started to be clear i watched the sunlight coming near i knew the day i knew the night i knew i could regain my sightand it feels alright and it feels alrightwith my naked eye i saw all the falling rain coming down on me with my naked eye i saw all if i said it all i could seelast night i came into your home to break some ice and throw some stones i asked if we could be alone i had some troubles of my ownknew i had to say goodbye to all the old things held inside if i let the moment fly i knew theyd all be magnifiedand it feels alright and it feels alrightwith my naked eye i saw all the falling rain coming down on me with my naked eye i saw all if i said it all i could seewith my naked eye i saw all the falling rain coming down on me with my naked eye i saw all if i said it all i could seecame around after dark you are nothing but a lark know i snuck in like a narc i knew i had to leave my markwanted to be satisfied i tried to be dignified wearing nothing is divine naked is a state of mindand it feels alright and it feels alrightwith my naked eye i saw all the falling rain coming down on me with my naked eye i saw all if i said it all i could seewith my naked eye i saw all the falling rain coming down on me with my naked eye i saw all if i said it all i could seeit feels alright it feels alright it feels alright it feels alright it feels alright it feels alright it feels alright it feels alright it feels alright ",1
82,"macarena bayside boys mix","los del r'io",1997," dale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena tiene un novio que se llama que se llama de apellido vitorino que en la jura de bandera el muchacho se la dio con dos amigosmacarena tiene un novio que se llama que se llama de apellido vitorino y en la jura de bandera el muchacho se la dio con dos amigosdale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena macarena macarena que te gustan los veranos de marbella macarena macarena macarena que te gusta la movida guerrilleradale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena suena con el corte ingles y se compra los modelos mas modernos le gustaria vivir en nueva york y ligar un novio nuevomacarena suena con el corte ingles y se compra los modelos mas modernos le gustaria vivir en nueva york y ligar un novio nuevodale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena tiene un novio que se llama que se llama de apellido vitorino y en la jura de bandera del muchacho se la dio con dos amigosmacarena tiene un novio que se llama que se llama de apellido vitorino y en la jura de bandera del muchacho se la dio con dos amigosdale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarena ",1
83,"on  on","erykah badu",1997,"oh my my my im feelin high my moneys gone im all alone too much to see the world keeps turnin oh what a day day what a day peace and blessins manifest with every lesson learned if your knowledge were your wealth then it would be well earned if we were made in his image then call us by our name most intellects do not believe in god but they fear him just the same oh on and on and on and on my cipher keeps movin like a rollin stone oh on and on and on and on all right to the break of dawn i go on and on and on and on my cipher keeps movin like a rollin stone oh lord on and on and on and on god damn it im a sing my song i was born under water with three dollars and six dimes yeah you may laugh what cause you did not do your math like one two three damn yall feel that over there like one two three yall feel it over them like one two in the middle yall feel that like one two yall feel that like one two three hah the world keep turnin oh what a day what a day what a day the man that knows somethin knows that he knows nothin at all does it seem colder in your summer time and hotter in your fall if we were made in his image then call us by our names most intellects do not believe in god but they fear us just the same somebody said on and on and on and on my cipher keeps movin like a rollin stone oh lord on and on and on and on all right to the vultures swarm on on on my cipher keeps movin like a rollin stone on on on mad props to the god jah born im feelin kind of hungry cause my high is comin down dont feed me yours cause food your does not endure i think i need a cup of tea the world keeps burnin oh what a day the mothership cant save you so your ass is gon get left if we were made in his image then call us by our names most intellects do not believe in god but they fear us just the same a cup of tea on and on and on and on my cipher keeps moving like a rollin stone and go on on and on on and on on on why cause you did not do your math oh lord on and on and on and on mash my cipher keeps moving like a rollin stone i go on on hah on and on and on i think its time to take the jam deep into the hype hard core cold hypin the mic i just so happen to be tough with a capital t aint no weak ass trick mc keep up rough wit me hard on the mic silly smooth with rhyme you can read about badu in your hip hop time you know im good to go since im up the part yeah im throw up the rope they wanna play tug of war jealousy appears between both your ears cause i been doin this shit for years hah never goin out whack im a female mac so sax get back while my dollars stack potential buy knockin freedom but still hard to handle got it up top dont watch the blank channel got soul cause a monkey take a whiff of the jam youre on with the song just say thank you mam cipher movin",3
84,"dont wanna be a player","joe",1997," dont wanna be a player dont wanna be a player dont wanna be a player dont wanna be a player dont wanna bedont wanna be a player no more i think i found someone i could live my life for dont wanna be a player no more i think i found someone i could live my life for im yours your mine for surei had enough of runnin wild im switchin out my whole lifestyle i dont wanna live the way i used to im givin up the booty cause spinnin cs at the tata bars no leavin with two or three girls to get me offall i need is one whos really down someone to turn this players life around girl i feel like you could be the one to make a difference in my life cuz im tired of livin trifei dont wanna be a player no more i think i found someone i could live my life for dont wanna be a player no more cuz i think i found someone i could live my life for im yours your mine for sureno rolling with an entourage celeb style like a movie star sippin down with the ladies all around me laughin girls off at the way i was of the mornin gettin beeps from milan and delhi a true player never gets a chance to sleep noall i need is one whos really down someone to turn this players life around girl i feel like you could be the one to make a difference in my life cuz im tired of livin trife playerdont wanna be a player no more i think i found someone i could live my life for i dont wanna be a player no more i think i found someone i could live my life for im yours your mine for surebaby girl im buggin over you you got me givin up the things i used to do you got so much in life to gain and to prove to you im gettin out the game no more players styledont wanna be a player no more i think i found someone i could live my life for dont wanna be a player no more i think i found someone i could live my life for im yours your mine for sure  ",1
85,"i shot the sheriff","warren g",1997," 1i shot the sheriffverse 1i had to shoot the sheriff it was justifiable he mistaked me for somebody who was liable for all tha many murders la and war fields we keep makin war shields streets keep souls young brothers loose control i seem to maintain through this watch where ya kick it theyll put you in a twist and it aint nobody like my down ass hommie and tha police always tryin to pin some bullshit on me i keep away from fools they do crime and it attracts cops cops got guns and cuffs and cells to stuff you inchorusverse 2they tryin to stick with some bullshit that i did not do you know who the boys in blue there they go with they assumpitons slaverys over let us have somethin why you wanna pull me over cause im bumpin i just made a new song my profession is music your profession is protection with gats then use it on him when hes tryin to take my life away im just tryin to live my life today so i keep away from fools they do crime it attract cops cops got guns and cuffs and cells to stuff you inchorusverse 3i shot the sheriff i didnt shoot the deputiy i didnt have to cause in this game they always tryin to blast you and leave it to tha cops to find out who did the murder they harrase tha wrong clan and arrest tha wrong man the hommie daydog got strapped but thats okay cause im gonna work for life so he can see another day a hommies a hommie a fake is a snake straight game from tha pen from tha hommie jake so i keep away from fools they do crime it attract cops cops got guns and cuffs and cells to stuff you in ",1
86,"you should be mine dont waste your time","brian mcknight featuring mase",1997,"mase mase and brian mcknight bad boy cmon we dont stop we rock we rock yo i hit you with the sound that the world cant take cant sit out the gig playing 2 8 real studded jewel funded got to love it first rap cat with the rb budget every day on the tv me and pd girls so pretty make their man break the cd why yall forever roudy i be out here somewhere in maui till i go back to cali brian cant understand how he can treat you the that way he does give me the chance to show you baby your better off with me ooh so will you let me try i wanna make you smile i wanna love you like you need to be loved ill never let you go ill always be around and you should be mine he dont love you right dont waste your time dont waste your time he dont treat you like he should no baby you should be mine you should be mine baby why cant you see you should be happy and i dont know why you dont believe a man can love you for the rest of your life so baby let me try i wanna make you smile i wanna love you like you need to be loved ill never let you down ill always be around and you should be mine he dont love you right ooh dont waste your time dont waste your time he dont treat you like he should now then you should be mine you should be mine ooh ooh mase yo what the deal honey insecure feel funny i know youre used to dealin with cats with real money plus i know youre like mase in a lot of ways but its hard to go on when youre lonely in the holidays when you shopping did you shop for 2 uh take you where the waters aqua blue let you fall back treat you like youre all that under umbrellas with your shades and straw hat you aint the one out clubbing all day and all night just to save a fight or say hes right and i know he aint the cat that will stay in you life even though he gave you ice gown that will make you his wife how a man deserve you if he hurt you then he give a woman 25 a curfew between me and you you aint heard that from me cause mase aint the player with the phd brian girl come into my world i love you the way that you need to be loved no worries no more girl open the door and dont waste your time cause you should be mine he dont love you right ooh baby dont waste your time dont waste your time he dont treat you like he should ooh you should be mine should be mine baby baby he dont love you right dont waste your time dont waste your time repeat and fade out",5
87,"dont cry for me argentina","madonna",1997," it wont be easy youll think it strange when i try to explain how i feel that i still need your love after all that ive doneyou wont believe me all you will see is a girl you once knew although shes dressed up to the nines at sixes and sevens with youi had to let it happen i had to change couldnt stay all my life down at heel looking out of the window staying out of the sunso i chose freedom running around trying everything new but nothing impressed me at all i never expected it todont cry for me argentina the truth is i never left you all through my wild days my mad existence i kept my promise dont keep your distanceand as for fortune and as for fame i never invited them in though it seemed to the world they were all i desiredthey are illusions they are not the solutions they promised to be the answer was here all the time i love you and hope you love medont cry for me argentinadont cry for me argentina the truth is i never left you all through my wild days my mad existence i kept my promise dont keep your distancehave i said too much theres nothing more i can think of to say to you but all you have to do is look at me to know that every word is true ",1
88,"someone","swv and puff daddy",1997," lookin at my rollie its about that time for swv to drop a jam on mineplayas talk the talk but they cant walk it we make the whole country bounce when we new york itdont speak about it be about it seein puff on your tube feelin weak about it i got the skill of an actor wind chill factorminus five five coolest man alive baby who dat is oh thats just puff daddy keep you on my mind like i keep me on my shineand i feel fine sex real time while im in your deck on rewind oh i make it hot till youre jellin what pd got since pd rock see me notso many bricks i build a tenement well do the freaky thing baby girl if youre into itim looking for a lover that can make a sacrifice a lover that will understand will always be by my sidei pray the lord so i can find my mr right so who can it be the one for me i needsomeone that i can believe someone to satisfy me i need love someone whos faithful and true oh baby can it be you i need loveoh can it be that youre the one and ive been too blind to see youre everything ill ever need someone will love me for mei wanna know i wanna see my destiny if your love is true ill love you too cause i needsomeone that i can believe someone to satisfy me i need love someone whos faithful and true oh baby can it be you i need lovesomeone that i can believe someone to satisfy me i need love someone whos faithful and true oh baby can it be you i need loveyou could be the one love of a lifetime oh baby can it be the one for me i need to knowwant you to be mine baby why cant you be my everythingcheck this out you all know the steves swvs gone for a minute chillin cross seas back on the scene pocket full of creamnow gone so long thought they was locked in the penile meanwhile they be bumpin in the clubscan we get freaky tonight sho nuff puff and jdub platinum stats plush oriental rugs and platinum plaques come onyou could be the one love of a lifetime oh baby can it be the one for me i need to knowwant you to be mine baby why cant you be my everythingsomeone that i can believe someone to satisfy me i need love someone whos faithful and true oh baby can it be you i need love ",1
89,"go the distance","michael bolton",1997," i have often dreamed of a far off place where a heros welcome would be waiting for me where the crowds would cheer when they see my face and a voice keeps saying this is where im meant to beill be there someday i can go the distance i will find my way if i can be strong i know every mile would be worth my while when i go the distance ill be right where i belongdown an unknown road to embrace my fate though that road may wander it will lead me to you and a thousand years would be worth the wait it might take a lifetime but somehow ill see it throughand i wont look back i can go the distance and ill stay on track no i wont accept defeat its an uphill slope but i wont loose hope till i go the distance and my journey is complete oh yeahbut to look beyond the glory is the hardest part for a heros strength is measured by his heart ohlike a shooting star i will go the distance i will search the world i will face its harms i dont care how far i can go the distance till i find my heros welcome waiting in your armsi will search the world i will face its harms till i find my heros welcome waiting in your arms ",1
90,"one more time","real mccoy",1997," one more timeone more time lets do it again show no shame just call my name one more time again and again dont you want to play my gametwenty fourseven i will make you feel like heaven ill turn you upside down ill spin you round and round ill put a spell on you baby i will make you come and play me im gonna make you mine lets do it one more timeyou spin me round and round and turn me upside down you put a spell on me and hit me to the feelinone more time lets do it again show no shame just call my name one more time again and again dont you want to play my gameplay me play me baby play me show me what you got come play me play me baby play me dont stop dont stopdo it just do it lets do it again and again keep it goin on show no shame come and play the game how did i know that i would do this to you now that ive made you mine lets do it one more timeyou spin me round and round and turn me upside down you put a spell on me and hit me to the feelinone more time lets do it again show no shame just call my name one more time again and again dont you want to play my gameone more time lets do it again show no shame just call my name one more time again and again dont you want to play my gameplay me play me baby play me show me what you got come play me play me baby play me dont stop dont stopyou spin me round and round and turn me upside down you put a spell on me and hit me to the feelinone more time lets do it again show no shame just call my name one more time again and again dont you want to play my gameone more time lets do it again show no shame just call my name one more time again and again dont you want to play my gameplay me play me baby play me show me what you got come play me play me baby play me dont stop dont stopdo it just do it do it just do it do it just do it do it just do it just do it one more time ",1
91,"butta love","next",1997," i gotta be real wit you baby just gotta let you knowyouve got the love that i want the love that i need word is bond its butta baby check this outyoure like my homie my shorty youve shown me so many things and youre so special to me we been kickin it for a while your sexy smile prima donna style ooh youre drivin me so wildaint got no reputation educated conversation and ooh youve got that bomb love makin its more than sexual this love you know is proper dough its oh so so incredibleyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love babyyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love oh babyyouve got it goin on word is bond sundress with platforms feet pedicure with no corns youve got that sex appeal on the real so sure soft hands french manicure no makeup youre so pureyou dont be trippin when im kickin it s you dont be questionin where i been and what i did you got that confidence sexiness thickness that bomb shit and i like it ohhwhen im chillin with my homies think about it i think about you only you know what i want you got what i want you know what it is its that butta loveall you got to do just hit me on my hip baby and i will i will ill meet you at your crib baby cause ill rock your world ill rock you girl butta babe butta babeyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love oh babyyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love oh babyyouve got those sexy eyes enticing thighs you make me rise youve got that love i wanna try send my tongue up and down your spine youve got that perfect shape the love you make i scream your name wanna take all your clothes off sex you till the song goes offi like your everything your navel and your pinky ring sexy from head to toe girl never gonna let you go you got that confidence sexiness thickness that bomb and i like it all yeahyouve got it goin on word is bomb baby youve got that sex appeal on the real lady youre like my homie my shorty huh youve got that butta loveyouve got it goin on dont you know thats for sure i like your face and hands and all of your pretty toes baby youre so right youre locked tight youve got that butta love oh i want it i need it ",1
92,"coco jambo","mr president",1997,"ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai put me up put me down put my feedback on the ground put me up take my heart and make me happy put me up put me down put my feedback on the ground put me up feel my heart and make me happy here we go gettin smooth to the groove watching lovely ladies how i sooth as i move cause thats what they say but i cant prove so turn it up again and watch me move to the groove as we get close you whisper coco i hold you in my arms and you say jamboo scream and shout turn and say colombo now i gotta go so coco put me up put me down put my feedback on the ground put me up take my heart and make me happy put me up put me down put my feedback on the ground put me up feel my heart and make me happy ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai ayye yo ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai ayye yo thats the way i treat dem girls kinda smooth see cos theres one man and yo well thats me see so let me show you round while you sip your tee gee but no coco loco boom while i take a pee pee when i hold my baby she says i do it nicer i like my chicken with rice and lemonada and thats what you get when she shout out jamboo now i gotta go yo coco put me up put me down put my feedback on the ground put me up take my heart and make me happy put me up put me down put my feedback on the ground put me up feel my heart and make me happy ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai singin everybody ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai singin everybody ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai ayye yo ayyayaya coco jambo ayyayai ayyayaya coco jambo ayyayai put me up put me down put my feedback on the ground put me up take my heart and make me happy put me up put me down put my feedback on the ground put me up feel my heart and make me happy ayyayaya coco jambo ayyayai coco jambo ayyayaya coco jambo ayyayai ayye yo ayyayaya coco jambo ayyayai coco jambo ayyayaya coco jambo ayyayai ayye yo ayyayaya coco jambo ayyayai",3
93,"twisted","keith sweat",1997," oh yeah baby you got to make your mind up yeah kut klose help me outyou know you are my lover you got me twisted over you i know i got what you need so what you want to dobaby baby i know baby i love you so but you dont feel like i do tell me what can i dobut i gotta be strong you did me wrong when i thought that we were really down so you say you want me make up your mind cause im not gonna be here for longbaby baby in time baby i know youll find that what you needed was here and think about it my dear rpt 2 1breaking up down you got me twisted thinking about the way that things use to be when it was you and me girl i was so free see you had my life like cupid and i was just down right foolish and stupid but now i know the reason for the pain and the headaches you left me all alone now i cant even concentrate i guess ill wait for the day until you come back because my heart is where your love is at you got me twistedrepeat 1 1 ",1
94,"barbie girl","aqua",1997," hiya barbie hi ken do you want to go for a ride sure ken jump inim a barbie girl in a barbie world life in plastic its fantastic you can brush my hair undress me everywhere imagination life is your creationcome on barbie lets go partyim a barbie girl in a barbie world life in plastic its fantastic you can brush my hair undress me everywhere imagination life is your creationim a blond bimbo girl in a fantasy world dress me up make it tight im your dolly youre my doll rocknroll feel the glamor in pink kiss me here touch me there hanky panky you can touch you can play if you say im always yoursim a barbie girl in a barbie world life in plastic its fantastic you can brush my hair undress me everywhere imagination life is your creationcome on barbie lets go party ah ah ah yeah come on barbie lets go party oh oh come on barbie lets go party ah ah ah yeah come on barbie lets go party oh ohmake me walk make me talk do whatever you please i can act like a star i can beg on my knees come jump in bimbo friend let us do it again hit the town fool around lets go partyyou can touch you can play if you say im always yours you can touch you can play if you say im always yourscome on barbie lets go party ah ah ah yeah come on barbie lets go party oh oh come on barbie lets go party ah ah ah yeah come on barbie lets go party oh ohim a barbie girl in a barbie world life in plastic its fantastic you can brush my hair undress me everywhere imagination life is your creationim a barbie girl in a barbie world life in plastic its fantastic you can brush my hair undress me everywhere imagination life is your creationcome on barbie lets go party ah ah ah yeah come on barbie lets go party oh oh come on barbie lets go party ah ah ah yeah come on barbie lets go party oh ohoh im having so much fun well barbie we are just getting started oh i love you ken ",1
95,"when youre gone  free to decide","the cranberries",1997,NA,NA
96,"let me clear my throat","dj kool",1997," at the count of three i want everybody in the place to be to make some noise if ya down with me one two threehit me with the horns tony keep makin noise keep makin noise yeah oh here we go now here we go now here we go now here we go here we go now listensome of yall might know this and some of yall dont jam jam some of yall might be with this and some of yall wont but listen let me clear my throat oh have mercy babe ha i hope ya dont mind let me clear my throatspecial dedication going out to everybody here in bahama bay in philadelphia here we go now check it out ah huh ah huh ah god damnyeah rock to the rhythm of the funky rhyme so i can get this in just one more time to the beat and ya dont quit its that ol skool rap with that new skool hit peter piper picked a pepper but kool got the run and i can still rip up the house every god damn time i get on the mic i go crazy peace out to celo flex and doug lazy i bet cha never knew but now ya know im the undisputed king of this disco and i never let the mic might not tire me no more cause dj kool rip up the whole damn floornow ima rap a rhyme with the greatest of ease and swing it like the man on the flying trapeze and if you dont like it you grab on these and now i need some help from the maestro pleasejam ha so look it here check the flavor of the rhythm i wrote and while i got a chance here let me clear my throat oh have mercy babe ha i hope ya dont mind let me clear my throat i need these monitors right here music and the monitors and it goes a little something like this here ah huh ah huh ahnow if yall wanna party like we do if yall wanna party like us lemme hear ya say ah ah ah ah ah if yall wanna party like we do if yall wanna party like us lemme hear ya say ah ah ah ah ah ah ah ah now when i say uh you say ah uh crowd uh crowd and now when i say hey you say ha hey crowd hey crowd now when i say uh you say ah uh crowd uh crowd now when i say hey you say ha hey crowd now when i say freeze you just freeze one time when i say freeze yall stop on a dime when i say freeze you just freeze one time when i say freeze yall stop on a dime freezenow all the ladies in the place if you got real hair real fingernails if you got a job you going to school and yall need nobody to help you handle your business make some noiseone two three come on now when i say freeze you just freeze one time when i say freeze yall stop on a dime when i say freeze you just freeze one time when i say freeze yall stop on a dime freezenow to all the brothas in the place that dont give a damn about what the ladies talking about cause you just trying to get chummy make some noisenow now now let me clear my throat oh have mercy babe ha i hope you dont mind let me clear my throat special dedication going out to all the ladies and all the brothers in here like to love yall to death hereah huh ah huh ah god damn oh lemme send my little shout outs here special dedication once again going out to everybody here bahama bay in philadelphia we love yall madly special dedication going out to mellow t walt reeder da joiner don mack charlie mack dj ran cosmic kev special dedication going out to frank steed al orrizo ice t and if youre with me if youre with me i need some help from the music from the maestro check it out somebody make some noise in this joint man ",1
97,"i like it","the blackout allstars",1997,"i like it like that yeah baby i like it like that i like it like that i like it like that i got soul i got soul i like it like that por ti me quiero i like it like that oh oh baby i like it like that i like it like that i like it like that si aqui me quiero mi amour i like it like that i got soul i got soul i like it like that yeah baby i like it like that i like it like that i like it like that si aqui me quiero i like it like that i want you like that i like it like that i got soul i got soul stomp your feet if you like my beat clap your hands if you want some more stomp your feet if you like my beat clap your hands if you want some more stomp your feet if you like my beat i like i like it i like it like that i like i like it i like it like that i got soul i like it i like it i like it i like it yeah baby i like it like that i like it like that yeah baby i like it like that i like it like that i like it like that si aqui me quiero i like it like that si aqui me quiero mi amour i like it like that yeah baby i like it like that i like it like that i like it like that i got soul i got soul i like it like that i got soul i got soul i like it like that yeah i like it like that i like it like that i like it like that",3
98,"youre makin me high  let it flow","toni braxton",1997,NA,NA
99,"you must love me","madonna",1997," where do we go from here this isnt where we intended to be we had it all you believed in me i believed in youcertainties disappear what do we do for our dream to survive how do we keep all our passions alive as we used to dodeep in my heart im concealing things that im longing to say scared to confess what im feeling frightened youll slip awayyou must love me you must love mewhy are you at my side how can i be any use to you now give me a chance and ill let you see how nothing has changeddeep in my heart im concealing things that im longing to say scared to confess what im feeling frightened youll slip awayyou must love me you must love me you must love me ",1
100,"let it go","ray j",1997,"uh huh yeah uh huh yeah come on yall dont stop yall gotta make yall rock yall come on yall dont stop yall stevie gotta make ya rock yall every now and then it invades my mind some have missed a place through the hard times from the 9 to 5 or just a world they see but get your boogey shoes theres a remedy i insist that you relax and let it go i insist that you believe its gonna get better i insist you understand right now you cant do nothin better so let it go everybodys out on the floor dont you know cant do nothin better so let it go set your troubles free dance with me loose control let it go every now and then it seems hard to find some have lost their way of loving peace of mind and if theres any pain or hostility well get down on the floor cuz theres a remedy i insist that you be down and ready to party i insist that you relax and let it go i insist that you believe its gonna get better i insist you understand right now you cant do nothin better so let it go everybodys out on the floor dont you know cant do nothin better so let it go set your troubles free dance with me loose control let it go let it go guess its time to let it go even if your feelings show its okay to let it go guess its time to let it a one two a one two a one two come on yall dont stop yall everybodys out on the floor dont you know cant do nothin better so let it go set your troubles free dance with me loose control let it go cant do nothin better so let it go everybodys out on the floor dont you know cant do nothin better so let it go set your troubles free dance with me loose control let it go come on yall dont stop yall stevies gotta make ya rock yall dont stop yall uh huh yeah they wont stop yall uh huh yeah yeah yeah yeah yeah yeah",3
1,"too close","next",1998," i wonder if she could tell im hard right now hm yeah come on dance for me baby ha ha yeah oh oh you feel that alright come on dont stop now you done did it come on uh yeah alright hold on baby when were grinding i get so excited ooh how i like it i try but i cant fight it oh your dancing real close plus its real real slow you know what youre doing dont you youre making it hard for meall the slow songs you requested youre dancing like youre naked oh its almost like were sexing oh yeah yeah boo i like it no i cant deny it but i know you can tell im excited oh girlstep back youre dancing kinda close i feel a little poke coming through on younow girl i know you felt it boo you know i cant help it you know what i want to dobaby when were grinding i get so excited ooh how i like it i try but i cant fight it oh your dancing real close plus its real real slow you know what youre doing dont you youre making it hard for mebaby girls dancing so close aint a good idea cause imma want you now and here the way that you shake it on me makes me want you so bad sexually oh girlstep back youre dancing kinda close i feel a little poke coming through on younow girl i know you felt it boo you know i cant help it you know what i want to dobaby when were grinding i get so excited ooh how i like it i try but i cant fight it oh your dancing real close plus its real real slow you know what youre doing dont you youre making it hard for mebaby when were grinding i get so excited ooh how i like it i try but i cant fight it oh your dancing real close plus its real real slow you know what youre doing dont you youre making it hard for mei love when you shake it like that ah ah ah i see that you like it like that oh oh oh i love when you shake it like that ah ah ah i see that you like it like that oh oh ohwell baby i like the way that you grind on mebaby when were grinding i get so excited ooh how i like it i try but i cant fight it oh your dancing real close plus its real real slow you know what youre doing dont you youre making it hard for mei like the way you move youre making me want you oh the way i like those things you do but youre a little too close ",1
2,"the boy is mine","brandy and monica",1998," the boy is mine the boy is mine the boy is mine the boy is mine the boy is mineexcuse me can i please talk to you for a minute uh huh sure you know you look kinda familiar yeah you do to but i just wanted to know do you know somebody named oh you know his name oh yeah definitely i know his name well i just want to let you that hes mine huh no no hes mineyou need to give it up had about enough its not hard to see the boy is mine im sorry that you seem to be confused he belongs to me the boy is minethink its time we got this straight sit and talk face to face there is no way you could mistake him for your man are you insanebut see i know that you may be just a bit jealous of me but your blind if you cant see that his love is holding mesee i tried to hesitate i didnt want to say what he told me he said without me he couldnt make it through the day aint that a shamebut maybe you misunderstood cause i cant see how he could wanna change something thats so good all my love was all it took the boy is mineyou need to give it up had about enough its not hard to see the boy is mine im sorry that you seem to be confused he belongs to me the boy is minemust you do the things you do you keep on acting like a fool you need to know its me not you and if you didnt know its cause its truei think that you should realize and try to understand why he is apart of my life i know its killing you insideyou can say what you wanna say what we have you cant take from the truth you cant escape i can tell the real from the fakewhen will you get the picture your the past im the future get away its my time to shine if you didnt know the boy is mineyou need to give it up had about enough its not hard to see the boy is mine im sorry that you seem to be confused he belongs to me the boy is mineyou need to give it up oh oh oh oh oh oh oh had about enough had about enough its not hard to see hes mine hes mine hes mine hes mine the boy is mine im sorry that you im so sorry you seem to be confused seem to be confused he belongs to me he belongs to me the boy is mineyou cant destroy this love ive found your silly games i wont allow the boy is mine without a doubt you might as well throw in the towelwhat makes you think that he wants you when im the one that brought him to the special place thats in my heart he was my love right from the startyou need to give it up had about enough its not hard to see the boy is mine im sorry that you seem to be confused he belongs to me the boy is mineyou need to give it up had about enough its not hard to see the boy is mine im sorry that you seem to be confused he belongs to me the boy is minethe boy is mine not yours but mine not yours but mine not yours but mineim sorry that you seem to be confused he belongs to me the boy is mine ",1
3,"youre still the one","shania twain",1998," when i first saw you i saw love and the first time you touched me i felt love and after all this time youre still the one i lovelooks like we made it look how far weve come my baby we mighta took the long way we knew wed get there somedaythey said i bet theyll never make it but just look at us holding on were still together still going strongyoure still the one youre still the one i run to the one that i belong to youre still the one i want for life youre still the one youre still the one that i love the only one i dream of youre still the one i kiss good nightaint nothin better we beat the odds together im glad we didnt listen look at what we would be missinthey said i bet theyll never make it but just look at us holding on were still together still going strongyoure still the one youre still the one i run to the one that i belong to youre still the one i want for life youre still the one youre still the one that i love the only one i dream of youre still the one i kiss good nightyoure still the oneyoure still the one youre still the one i run to the one that i belong to youre still the one i want for life youre still the one youre still the one that i love the only one i dream of youre still the one i kiss good night ",1
4,"truly madly deeply","savage garden",1998," ill be your dream ill be your wish ill be your fantasy ill be your hope ill be your love be everything that you need i love you more with every breath truly madly deeply do i will be strong i will be faithful cause im counting on a new beginning a reason for living a deeper meaningi want to stand with you on a mountain i want to bathe with you in the sea i want to lay like this forever until the sky falls down on meand when the stars are shining brightly in the velvet sky ill make a wish send it to heaven then make you want to cry the tears of joy for all the pleasure and the certainty that were surrounded by the comfort and protection of the highest power in lonely hours the tears devour youi want to stand with you on a mountain i want to bathe with you in the sea i want to lay like this forever until the sky falls down on meoh can you see it baby you dont have to close your eyes cause its standing right before you all that you need will surely comeill be your dream ill be your wish ill be your fantasy ill be your hope ill be your love be everything that you need ill love you more with every breath truly madly deeply doi want to stand with you on a mountain i want to bathe with you in the sea i want to lay like this forever until the sky falls down on mei want to stand with you on a mountain i want to bathe with you in the sea i want to live like this forever until the sky falls down on me ",1
5,"how do i live","leann rimes",1998," how do i get through one night without you if i had to live without you what kind of life would that beoh i i need you in my arms need you to hold youre my world my heart my soul and if you ever leave baby you would take away everything good in my life and tell me nowhow do i live without you i want to know how do i breathe without you if you ever go how do i ever ever survive how do i how do i oh how do i livewithout you thered be no sun in my sky there would be no love in my life thered be no world left for meand i baby i dont know what i would done id be lost if i lost you if you ever leave baby you would take away everything real in my life and tell me nowhow do i live without you i want to know how do i breathe without you if you ever go how do i ever ever survive how do i how do i oh how do i liveplease tell me baby how do i go on if you ever leave baby you would take away everything i need you with me baby dont you know that youre everything good in my life and tell me nowhow do i live without you i want to know how do i breathe without you if you ever go how do i ever ever survive how do i how do i oh how do i livehow do i live without you how do i live without you baby how do i live ",1
