"Rank","Song","Artist","Year","Lyrics","Source"
4,"save the best for last","vanessa williams",1992," sometimes the snow comes down in june sometimes the sun goes round the moon i see the passion in your eyes sometimes its all a big surprisecause there was a time when all i did was wish youd tell me this was love its not the way i hoped or how i planned but some how its enoughand now were standing face to face isnt this world a crazy place just when i thought our chance had passed you go and save the best for lastall of the nights you came to me when some silly girl had set you free you wondered how youd make it through i wondered what was wrong with youcause how could you give your love to someone else and share your dreams with me sometimes the very thing youre looking for is the one thing you cant seebut now were standing face to face isnt this world a crazy place just when i thought our chance had passed you go and save the best for last la la la la la la lasometimes the very thing youre looking for is the one thing you cant see sometimes the snow comes down in june sometimes the sun goes round the moon just when i thought our chance had passed you go and save the best for lastyou went and saved the best for last yeah ehh ehh ",1
5,"babybabybaby","tlc",1992," and you want my love well thats alright well it will be there for you morning noon and night but you gotta be good and do it right aint got no time for parttime lovin in my lifewell you wanna be loved uh hey thats ok cause it falls in line right with my sexuality but you gotta be down a nickel gotta be true cause otherwise this b aint got no time for youoh baby baby baby i got so much love in me ooh baby baby baby baby baby cause if yourre gonna get me off you got to love me deepwell you want my heart uh and all my time well it wont be there if you cant deal with my mind cause a girl like me uh wont stand for less i require plenty conversation with my sexlong as you know that i could have any man i want to baby thats actual and factual but still i choose you to be with me and work on me so you better not flake it upoh baby baby baby i got so much love in me ooh baby baby baby baby baby cause if yourre gonna get me off you got to love me deepbaby long as you know that i could have any man i want to baby thats actual and factual but still i choose you to be with me and work on me so you better not flake it upwell you want my heart and all my time well it wont be there if you cant deal with my mind cause a girl like me i wont stand for less i require plenty conversation with my sexoh baby baby baby i got so much love in me ooh baby baby baby baby baby cause if yourre gonna get me off you got to love me deepi can have any man that i want to time and place that i choose to but i think you know that id rather be here with youyeah thats actual and factual youre the one i seem to run back to just to get me off you got to love me got to love me got to love me ",1
6,"tears in heaven","eric clapton",1992," would you know my name if i saw you in heaven would it be the same if i saw you in heaveni must be strong and carry on cause i know i dont belong here in heavenwould you hold my hand if i saw you in heaven would you help me stand if i saw you in heavenill find my way through night and day cause i know i just cant stay here in heaventime can bring you down time can bend your knees time can break your heart have you begging please begging pleasebeyond the door theres peace im sure and i know therell be no more tears in heavenwould you know my name if i saw you in heaven would it be the same if i saw you in heaveni must be strong and carry on cause i know i dont belong here in heavencause i know i dont belong here in heaven ",1
7,"my lovin youre never gonna get it","en vogue",1992," no youre never gonna get it never ever gonna get it no not this time no youre never gonna get it my love never ever gonna get itno youre never gonna get it never ever gonna get it no not this time no youre never gonna get it my love never ever gonna get iti remember how it used to be you never was this nice you cant fool me now you talkin like you made a change the more you talk the more things sound the same what makes you think you can just walk back into her life without a good fight oh i just sit back and watch you make a fool of yourself cuz youre just wasting your time ohno youre never gonna get it not this time never ever gonna get it my lovin no youre never gonna get it had your chance to make a change never ever gonna get itno youre never gonna get it not this time never ever gonna get it my lovin no youre never gonna get it had your chance to make a change never ever gonna get itnow you promise me the moon and stars save your breath you wont get very far gave you many chances to make change the only thing you changed was love to hate it doesnt matter what you do or what you say she doesnt love you no way maybe next time youll give your woman a little respect so you wont be hearing her say no wayno youre never gonna get it not this time never ever gonna get it my lovin no youre never gonna get it had your chance to make a change never ever gonna get itno youre never gonna get it not this time never ever gonna get it my lovin no youre never gonna get it had your chance to make a change never ever gonna get itno youre never gonna get it not this time never ever gonna get it my lovin no youre never gonna get it had your chance to make a change never ever gonna get itno youre never gonna get it not this time never ever gonna get it my lovin no youre never gonna get it had your chance to make a change never ever gonna get itdoesnt matter what you do or what you say she dont love you no way maybe next time youll give your woman a little respect so you wont be hearing her say no wayand now its time for a breakdownnever gonna get it never gonna get it never gonna get it never gonna get it never gonna get it never gonna get it never gonna get it whoawhoawhoawhoa never gonna get it never gonna get it never gonna get it never gonna get it never gonna get it never gonna get it never gonna get it never get itno youre never gonna get it sweet lovin never ever gonna get it sweet lovin no youre never gonna get it my lovin never ever gonna get it my lovin no youre never gonna get it sweet lovin never ever gonna get it my lovin no youre never gonna get it sweet lovin never ever gonna get it my lovin ",1
8,"under the bridge","red hot chili peppers",1992," sometimes i feel like i dont have a partner sometimes i feel like my only friend is the city i live in the city of angels lonely as i am together we cryi drive on her streets cause shes my companion i walk through her hills cause she knows who i am she sees my good deeds and she kisses me windy i never worry now that is a liei dont ever want to feel like i did that day take me to the place i love take me all the way i dont ever want to feel like i did that day take me to the place i love take me all the way yeah yeahits hard to believe that theres nobody out there its hard to believe that im all alone at least i have her love the city she loves me lonely as i am together we cryi dont ever want to feel like i did that day take me to the place i love take me all the way i dont ever want to feel like i did that day take me to the place i love take me all the way yeah yeah ooh no no no yeah yeah love me i say yeah yeahunder the bridge downtown is were i drew some blood under the bridge downtown i could not get enough under the bridge downtown forgot about my love under the bridge downtown i gave my life away yeah yeah ooh no no no yeah yeah here i stay yeah yeahhere i stay ",1
9,"all 4 love","color me badd",1992," im so glad youre my girl ill do anything for you call you every night and give you flowers to i thank the lord for you and think about you all the time i ask him everyday that youll forever be minei wanna hold your hand to show you ill be there i like to do the things that let you know i care i sing this lullaby cause girl you fill me full i look into your eyes youre so beautifuloh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 lovei will never leave you sugar this i guarantee i look in to the future i see you and me knight in shining armor i will be your fairy tale i wanna take care of you girl ill serve you welli will be there for you to catch you when you fall ill hold you in my arms thats where you belong i sing this lullaby cause girl you fill me full i look in to your eyes youre so beautiful beautiful yeahoh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 loveyo come here sweetheart i want you to know something all right see everyday in my life without you is like a hundred years the distance between us an ocean of tears see all the things i do for you are for love dig itall for lovin all for you all for lovin you you youoh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 loveoh girl i think i love you im always thinkin of you i want you to know i do it all 4 love i love it when were together girl i need you forever and want you to know i do it all 4 loveoh girl i think i love you im always thinkin of you all 4 love i love it when were together girl i need you forever ",1
10,"just another day","jon secada",1992," mornings alone when you come home i breath a little faster every time were together itd never be the same itd never be the same if youre not here how can you stay away how can you stay away away so longwhy cant we stay together give me a reason give me a reasoni i dont wanna say it i dont wanna find another way to make it trough the day without you i i cant resist try to find exactly what i missed its just another day without you its just another day ohmaking the time find the right lines to make you stay forever what do i have to tell youim just trying to hold on to something trying to hold on to something good oh give us a chance to make it give us a chance to make it to make it no no nodont wanna hold on to never im not that strong im not that strongi i dont wanna say it i dont wanna find another way to make it trough the day without you i i cant resist trying to find exactly what i missed its just another day without youwhy cant you stay forever just give me a reason give me a reasoncause i i dont wanna say it i dont wanna find another way to make it trough the day without you dont wanna make it trough the day no i i cant resist trying to find exactly what i missed its just another day without youi i dont wanna say it i dont wanna find another way to make it trough the day without you i i cant resist im trying to find exactly what i missed its just another day without you ",1
11,"i love your smile","shanice",1992," sittin in my class just driftin away starin into the windows of the world yeah i cant hear the teacher his books dont call me at all i dont see the bad boys tryin to catch some playcause i love your smile i love your smilethe clock at work says three and i wanna be free free to scream free to bathe free to paint my toes all day my boss is lame you know and so is the pay im gonna put that new black mini on my charge anywaycause i love your smile hey said i love your smiletime came and showed me your direction now i know ill never ever go back taught me that i can be a better girl with love you give you rock my world you digim showin the life that im livin this is the life that i have and its given to you yeah and its true ladda twinkley d do youbelieve in a girl like me shanice is the one for you to be with but when im caught all alone i start fessin its from a state of depressionand the thunder clouds of doubt move in i begin to wonder do you still love me but after that my whole world is beautifultime came and showed me your direction now i know ill never ever go back taught me that i can be a better girl with love you give you rock my world smilei do i love smile yes i do boy i love the smile i love your smile baby i love your smile i really do ",1
12,"to be with you","mr big",1992," hold on little girl show me what hes done to you stand up little girl a broken heart cant be that badwhen its through its through fate will twist the both of you so come on baby come on over let me be the one to show youim the one who wants to be with you deep inside i hope you feel it too waited on a line of greens and blues just to be the next to be with youbuild up your confidence so you can be on top for once wake up who cares about little boys that talk too muchive seen it all go down your game of love was all rained out so come on baby come on over let me be the one to hold youim the one who wants to be with you deep inside i hope you feel it too waited on a line of greens and blues just to be the next to be with youwhy be alone when we can be together baby you can make my life worthwhile i can make you start to smilewhen its through its through fate will twist the both of you come on baby come on over let me be the one to show youim the one who wants to be with you deep inside i hope you feel it too waited on a line of greens and blues just to be the next to be with youim the one who wants to be with you deep inside i hope you feel it too waited on a line of greens and blues just to be the next to be with youjust to be the next to be with you ",1
13,"im too sexy","right said fred",1992," im too sexy for my love too sexy for my love loves going to leave meim too sexy for my shirt too sexy for my shirt so sexy it hurts and im too sexy for milan too sexy for milan new york and japan im too sexy for your party too sexy for your party no way im disco dancingim a model you know what i mean and i do my little turn on the catwalk yeah on the catwalk on the catwalk yeah i do my little turn on the catwalkim too sexy for my car too sexy for my car too sexy by far and im too sexy for my hat too sexy for my hat what do you think about thatim a model you know what i mean and i do my little turn on the catwalk yeah on the catwalk on the catwalk yeah i shake my little tush on the catwalkim too sexy for my too sexy for my too sexy for my cause im a model you know what i mean and i do my little turn on the catwalk yeah on the catwalk yeah on the catwalk yeah i shake my little tush on the catwalkim too sexy for my cat too sexy for my cat poor pussy poor pussy cat im too sexy for my love too sexy for my love loves going to leave meand im too sexy for this song ",1
14,"black or white","michael jackson",1992," i took my baby on a saturday bang boy is that girl with you yes were one and the samenow i believe in miracles and a miracle has happened tonightbut if youre thinkin about my baby it dont matter if youre black or whitethey print my message in the saturday sun i had to tell them i aint second to noneand i told about equality and its true either youre wrong or youre rightbut if youre thinkin about my baby it dont matter if youre black or whitei am tired of this devil i am tired of this stuff i am tired of this business sew when the going gets rough i aint scared of your brother i aints scared of no sheets i aint scared of nobody girl when the goin gets meanprotection for gangs clubs and nations causing grief in human relations its a turf war on a global scale id rather hear both sides of the tale see its not about races just places faces where your blood comes from is were your space is ive seen the bright get duller im not going to spend my life being a colordont tell me you agree with me when i saw you kicking dirt in my eyebut if youre thinkin about my baby it dont matter if youre black or whitei said if youre thinkin of being my baby it dont matter if youre black or whitei said if youre thinkin of being my brother it dont matter if youre black or whiteooh ooh yea yea yea now ooh ooh yea yea yea nowits black its white its tough for them to get by its black its white x3 whoo ",1
15,"achy breaky heart","billy ray cyrus",1992," you can tell the world you never was my girl you can burn my clothes up when im gone you can tell your friends just what a fool ive been and laugh and joke about me on the phone you can tell my arms go back to the farm you can tell my feet to hit the floor or you can tell my lips to tell my fingertips they wont be reaching out for you no morebut dont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this manyou can tell your mom i moved to arkansas you can tell your dog to bite my leg or tell your brother cliff whose fist can tell my lip he never really liked me anywayor tell your aunt louise tell anything you please myself already knows im not ok or you can tell my eyes to watch out for my mind it might be walking out on me todaybut dont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this mandont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this mandont tell my heart my achy breaky heart i just dont think hed understand and if you tell my heart my achy breaky heart he might blow up and kill this man ",1
16,"ill be there","mariah carey",1992," you and i must make a pact we must bring salvation back where there is love ill be there ill be thereill reach out my hand to you ill have faith in all you do just call my name and ill be there ill be thereill be there to comfort you build my world of dreams around you im so glad that i found youill be there with a love so strong ill be your strength you know ill keep holdin onlet me fill your heart with joy and laughter togetherness well its all im after just call my name and ill be there ill be thereill be there to protect you yeah baby with an unselfish love that respects you just call my name and ill be there ill be thereill be there to comfort you build my world of dreams around you you know im so glad that i found you baby so glad babyill be there with a love so strong ill be your strength be your strength you know ill keep holdin onif you should ever find someone new i know she better be good to you cause if she doesnt then ill be there ill be theredont you know baby yeah ill be there ill be therejust call my name and ill be there yeah ill be there baby you know ill be there just call my name and ill be there just look over your shoulder just call my name and ill be there ",1
17,"november rain","guns n roses",1992," when i look into your eyes i can see a love restrained but darlin when i hold you dont you know i feel the samenothin lasts forever and we both know hearts can change and its hard to hold a candle in the cold november rainweve been through this such a long long time just tryin to kill the pain oo yeah but love is always coming and love is always going and no ones really sure whos lettin go today walking awayif we could take the time to lay it on the line i could rest my head just knowin that you were mine all mine so if you want to love me then darlin dont refrain or ill just end up walkin in the cold november raindo you need some time on your own do you need some time all alone everybody needs some time on their own dont you know you need some time all alonei know its hard to keep an open heart when even friends seem out to harm you but if you could heal a broken heart wouldnt time be out to charm yousometimes i need some time on my own sometimes i need some time all alone everybody needs some time on their own dont you know you need some time all aloneand when your fears subside and shadows still remain oh yeah i know that you can love me when theres no one left to blame so never mind the darkness we still can find a way cause nothin lasts forever even cold november raindont ya think that you need somebody dont ya think that you need someone everybody needs somebody youre not the only one youre not the only onedont ya think that you need somebody dont ya think that you need someone everybody needs somebody youre not the only one youre not the only onedont ya think that you need somebody dont ya think that you need someone everybody needs somebody youre not the only one youre not the only onedont ya think that you need somebody dont ya think that you need someone everybody needs somebody ",1
18,"life is a highway","tom cochrane",1992," lifes like a road that you travel on when theres one day here and the next day gone sometimes you bend sometimes you stand sometimes you turn your back to the wind theres a world outside every darkened door where blues wont haunt you anymore where the brave are free and lovers soar come ride with me to the distant shore we wont hesitate break down the garden gate theres not much time left todaylife is a highway i want to ride it all night long if youre going my way i want to drive it all night longthrough all these cities and all these towns its in my blood and its all around i love you now like i loved you then this is the road and these are the hands from mozambique to those memphis nights the khyber pass to vancouvers lights knock me down get back up again youre in my blood im not a lonely mantheres no load i cant hold road so rough this i know ill be there when the light comes in just tell em were survivorslife is a highway i want to ride it all night long if youre going my way i want to drive it all night longlife is a highway i want to ride it all night long if youre going my way i want to drive it all night longthere was a distance between you and i a misunderstanding once but now we look it in the eyethere aint no load i cant hold road so rough this i know ill be there when the light comes in just tell em were survivorslife is a highway i want to ride it all night long if youre going my way i want to drive it all night longlife is a highway i want to ride it all night long if youre going my way i want to drive it all night longlife is a highway i want to ride it all night long if youre going my way i want to drive it all night long ",1
19,"remember the time","michael jackson",1992," do you remember when we fell in love we were so young and innocent then do you remember how it all began it just seemed like heaven so why did it enddo you remember back in the fall wed be together all day long do you remember us holding hands in each others eyes wed stare tell medo you remember the time when we fell in love do you remember the time when we first met girl do you remember the time when we fell in love do you remember the timedo you remember how we used to talk ya know wed stay on the phone at night till dawn do you remember all the things we said like i love you so ill never let you godo you remember back in the spring every morning birds would sing do you remember those special times theyll just go on and on in the back of my minddo you remember the time when we fell in love do you remember the time when we first met girl do you remember the time when we fell in love do you remember the timethose sweet memories will always be dear to me and girl no matter what was said i will never forget what we had now babydo you remember the time when we fell in love do you remember the time when we first met do you remember the time when we fell in love do you remember the timedo you remember the time when we fell in love do you remember the time when we first met do you remember the time when we fell in love do you remember the timeremember the times ooh remember the times do you remember girl remember the times on the phone you and me remember the times till dawn two or three what about us girlremember the times do you do you do you do you do you remember the times in the park on the beach remember the times you and me in spain remember the times what about what aboutremember the times ooh in the park remember the times after dark do you do you do you remember the times do you do you do you do you remember the times yeah yeah ",1
20,"finally","cece peniston",1992," finally finally yeah yeah owwfinally it has happened to me right in front of my face and i just can not hide itmeeting mr right the man of my dreams the one who shows me true love or at least it seems with brown cocoa skin and curly black hair its just the way he looks at me that gentle loving starefinally youve come along the way i feel about you it just cant be wrong if you only knew the way i feel about you i just cant describe it oh no nofinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itit seems so many times you seemed to be the one but all he ever wanted was to have a little fun but now youve come along and brightened up my world in my heart i feel it im that special kinda girlfinally youve come along the way i feel about you it just cant be wrong if you only knew the way i feel about you i just cant describe it oh no nofinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally oh finally yeah yeah  oh finally finally yeah yeah owwfinally finally yeah yeah oww finally finally yeah yeah oww finally finally yeah yeah oww finally finally yeah yeah oww finallyfinally youve come along the way i feel about you it just cant be wrong if you only knew the way i feel about you i just cant describe it oh no nofinally it has happened to me right in front of my face my feelings cant describe it finally it has happened to me right in front of my face and i just can not hide itfinally it has happened to me right in front of my face my feelings cant describe it ",1
21,"this used to be my playground","madonna",1992," this used to be my playground this used to be my childhood dream this used to be the place i ran to whenever i was in need of a friend why did it have to end and why do they always saydont look back keep your head held high dont ask them why because life is short and before you know youre feeling old and your heart is breaking dont hold on to the past well thats too much to askthis used to be my playground used to be this used to be my childhood dream this used to be the place i ran to whenever i was in need of a friend why did it have to end and why do they always sayno regrets but i wish that you were here with me well then theres hope yet i can see your face in our secret place youre not just a memory say goodbye to yesterday the dream those are words ill never say ill never saythis used to be my playground used to be this used to be our pride and joy this used to be the place we ran to that no one in the world could dare destroy this used to be our playground used to be this used to be our childhood dream this used to be the place we ran to i wish you were standing here with methis used to be our playground used to be this used to be our childhood dream this used to be the place we ran to the best things in life are always free wishing you were here with me ",1
22,"sometimes love just aint enough","patty smyth",1992," now i dont wanna lose you but i dont wanna use you just to have somebody by my sideand i dont wanna hate you i dont wanna take you but i dont wanna be the one to cryand that dont really matter to anyone anymore but like a fool i keep losing my place and i keep seeing you walk through that doorbut theres a danger in loving somebody too much and its sad when you know its your heart you cant trust theres a reason why people dont stay where they are baby sometimes love just aint enoughnow i could never change you and i dont wanna blame you baby you dont have to take the fallyes i may have hurt you but i did not desert you maybe i just want to have it allit makes a sound like thunder it makes me feel like rain and like a fool who will never see the truth i keep thinking somethings gonna changebut theres a danger in loving somebody too much and its sad when you know its your heart you cant trust theres a reason why people dont stay where they are baby sometimes love just aint enoughand theres no way home when its late at night and youre all alone are there things that you wanted to say and do you feel me beside you in your bed there beside you where i used to layand theres a danger in loving somebody too much and its sad when you know its your heart they cant touch theres a reason why people dont stay who they are baby sometimes love just aint enough baby sometimes love it just aint enough ",1
23,"cant let go","mariah carey",1992," there you are holding her hand i am lost dying to understand didnt i cherish you right dont you know you were my lifeeven though i try i cant let go something in your eyes captured my soul and every night i see you in my dreams youre all i know i cant let gojust cast aside you dont even know im alive you just walk on by dont care to see me cry and here i am still holding on i cant accept my world is gone no noeven though i try i cant let go something in your eyes captured my soul and every night i see you in my dreams youre all i know i cant let godo you even realize the sorrow i have inside everyday of my life do you know the way it feels when all you have just dies i try and try to deny that i need you but still you remain on my mindno i just cant get you out of my mind i never can say goodbye cause every night i see you in my dreamsyoure all i know i cant let you go even though i try i cant let go of something i need so badly youre all i know i cant let go ",1
24,"jump around","house of pain",1992," pack it up pack it in let me begin i came to win battle me thats a sin i wont tear the sack up punk youd better back up try and play the role and the whole crew will act upget up stand up come on throw your hands up if youve got the feelin jump across the ceilin muggs is a funk fest someones talkin junk yo ill bust em in the eye and then ill take the punks homefeel it funk it amps it are junkin and i got more rhymes than theres cops at a dunkin donuts shop sure nuff i got props from the kids on the hill plus my mom and my pops i came to get down i came to get down so get out your seats and jump aroundjump around jump up and get down jump around jump around jump up and get down jump up jump up and get downjump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jumpill serve your ass like john mcenroe if your girl steps up im smackin the hoe word to your moms i came to drop bombs i got more rhymes than the bibles got psalmsand just like the prodigal son ive returned anyone steppin to me youll get burned cause i got lyrics and you aint got none so if you come to battle bring a shotgunbut if you do youre a fool cause i duel to the death try and step to me youll take your last breath i gots the skill come get your fill cause when i shoot ta give i shoot to kill i came to get down i came to get down so get out your seats and jump aroundjump around jump up and get down jump around jump around jump up and get down jump up jump up and get down jump jumplisten to the sound that pounds i jump around im no clown i get down to the funk listen to the wig out and step to the rear dear cause im herethe p to the e to the t e rockin the runs in your stockin so hon put the lock in chillin with the house of pain blood stains the ground huh i jump aroundim the cream of the crop i rise to the top i never eat a pig cause a pig is a cop or better yet a terminator like arnold schwarzenegger tryn to play me out like as if my name was segabut i aint going out like no punk bitch get used to one style and you know i might switch it up up and around then buck buck you down put out your head then you wake up in the dawn of the deadim comin to get ya comin to get ya spittin out lyrics homie ill wet ya i came to get down i came to get down so get out your seats and jump aroundjump around jump up and get down jump around jump around jump up and get down jump up jump up and get downjump jump jump jump jump jump jump jump jump  ",1
25,"diamonds and pearls","prince and the new power generation",1992," this will be the day that you will hear me say that i will never run awayi am here for you love is meant for two now tell me what youre gonna doif i gave you diamonds and pearls would you be a happy boy or a girl if i could i would give you the world but all i can do is just offer you my lovewhich one of us is right if we always fight why cant we just let love decide let love decideam i the weaker man because i understand that love must be the master plan love is the master planif i gave you diamonds and pearls would you be a happy boy or a girl if i could i would give you the world all i can do is just offer you my loved to the i to the a to the m o to the n to the d to the pearls of love d to the i to the a to the m to the m o to the n to the d to the pearls of lovethere will come a time there will come a time when love will blow your mind blow your mind and everything youll look for youll find take a look insidethat will be the time that will be the time that everything will shine forever so bright it makes you colorblind you will be color blindif i gave you diamonds and pearls would you be a happy boy or a girl if i could i would give you the world all i can do is just offer you my loveif i gave you diamonds and pearls pearls would you be a happy boy or a girl yeah yeah if i could i would give you the world give you the world all i can do is just offer you my love all i can doif i gave you diamonds and pearls diamonds would you be would you would you would ya would ya would ya be happy little baby if i could i would give you the world ",1
26,"dont let the sun go down on me","george michael and elton john",1992," i cant light no more of your darkness all my pictures seem to fade to black and whiteim growing tired and time stands still before me frozen here on the ladder of my lifeits much too late to save myself from falling i took a chance and changed your way of lifebut you misread my meaning when i met you closed the door and left me blind by the lightdont let the sun go down on me although i search myself its always someone else i see id just allow a fragment of your life to wander free but losing everything is like the sun going down on meladies and gentlemen mr elton johni cant find oh the right romantic line but see me once and see the way i feeldont discard me baby dont just because you think i mean you harm just because you think i mean you harm oh but these cuts i have cuts i have they need love they need love they need love to help them healoh dont let the sun go down on me although i search myself its always someone else i see id just allow a fragment of your life to wander free oh cause losing everything is like the sun going down on medont let the sun go down on me although i search myself its always someone else that i see yeah id just allow a fragment of your life to wander free baby oh cause losing everything is like the sun going down on memr elton john ",1
27,"masterpiece","atlantic starr",1992," a simple touch of your hand and everything is right the gentle way you look at me when we kiss goodnight youve given me the freedom no other love has known and now i thank you girl  thank you girlthe countless ways youve touched my heart is more than i can say the beauty that youve shown to me takes my breath away a picture perfect painting thats what our love is and yes i need you so and now i knowchorus ooooh ive found a masterpiece in you a work of art its true and i treasure you my love ooooh ive found a masterpiece in you a work of art its true and i treasure yousometimes i wonder what id be had i not found you a least and lonely soul this world could show me nothing newbut now my lifes a canvas painted with your love and it will always be and now i seethe gentle walks together through time will never pass this fairy tale we shared is real inside our hearts let it be forever never let it end this promise i can make heaven is ours to takerepeat choruswhen im lost and insecure you build me up and make me sure that everything will be alright my loverepeat chorusthis fairy tale were sharing is real inside our hearts let it be forever never let it end ",1
28,"if you asked me to","celine dion",1992," used to be that i believed in something used to be that i believed in love its been a long time since ive had that feeling i could love someone i could trust someone i said id never let nobody near my heart again darlin i said id never let nobody inbut if you asked me to i just might change my mind and let you in my life forever if you asked me to i just might give my heart and stay here in your arms forever if you asked me to if you asked me tosomehow ever since ive been around you cant go back to being on my own cant help feeling darling since ive found you that ive found my home that im finally home i said id never let nobody get too close to me darling i said i needed needed to be freebut if you asked me to i just might change my mind and let you in my life forever if you asked me to i just might give my heart and stay here in your arms forever if you asked me to if you asked me toasked me to i will give my world to you baby i need you now ask me to and ill do anything for you baby for you babyif you asked me to id let you in my life forever if you asked me to ",1
29,"giving him something he can feel","en vogue",1992," many say that im too young to let you know just where im coming from yeah but you will see its just a matter of time my love will surely make you minewell im livin in a world of ghetto life everyone seems so uptight but nothins wrong and its alright with my mani like the way we carry on his love will send me on and on with my man people out there can understandim giving him something he can feel to let him know this love is real giving him something he can feel to let him know this love is real this love is realso much joy for us it seems so much hope for material things are they only in my dreamsand thats exactly why im singing this song to you to let you know that real dreams do come true you tell me what does it meanlivin in a world of ghetto life everyone is so uptight nothins wrong its alright my manbaby i like the way we carry on his love will send me on and on with my man people out there can understand thatim giving him something he can feel to let him know this love is real giving him something he can feel to let him know this love is real this love is realgiving him something he can feel giving him something he can feel giving him something he can feel giving him something he can feel giving him something he can feel ",1
30,"live and learn","joe public",1992,"youve got to live and learn youve got to live and learn before your bridges burn youve got to live and learn heres a little story about life everybody that lives surely dies a lot of people ask the question why some people have to go through so much more before they really learn about lifes score the subject is not to be ignored i dont wanna be the one to tell you how its gotta be living is the only way you ever really gonna see theres so much wrong and negativity enough for the whole world to see i know theres still possibility you raise a little kid he turns out bold it may be from the way you treat him cold i guess thats how the storys told youve got to live and learn youve got to live and learn before your bridges burn youve got to live and learn",3
31,"come and talk to me","jodeci",1992,"jodeci forever my lady come and talk to me been watching you baby for a long time you look so good got my eyes on you ive been watching you for so very long trying to get my nerve built up to be so strong i really want to meet you but im kind of scared cause youre the kind of lady with so much class get my thoughts together for the very next day but when i see you lady i forget what to say your eyes and hair such a beautiful tone the way you dress and walk it really turns me on ooh you really turn me on come on come on come on chorus come and talk to me i really want to meet you can i talk to you i really want to know you come and talk to me i really want to meet you can i talk to you i really want to know you oh oh oh oh oh there you are again with the same smile each day i wanna know what it is that makes me feel this way i wish i could grab you tell you what it means to me to see you walking by my way it really makes my day before i go to sleep and dream about you im a single man i hope that you are single too why do i seek something to set my mind free cause curiousity is buggin the hell outta me talk to me talk to me talk to me baby come and talk to me i really want to meet you can i talk to you i really want to know you come and talk to me i really want to meet you can i talk to you i really want to know you i wanna know you wanna tell me your name let me play your game i wanna know you wanna tell me your name let me play your game repeat chorus until fade",3
32,"smells like teen spirit","nirvana",1992," load up on guns bring your friends its fun to lose and to pretend shes overbored and selfassured oh no i know a dirty wordhello hello hello how low hello hello hello how low hello hello hello how low hello hello hellowith the lights out its less dangerous here we are now entertain us i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah heyim worse at what i do best and for this gift i feel blessed our little group has always been and always will until the endhello hello hello how low hello hello hello how low hello hello hello how low hello hello hellowith the lights out its less dangerous here we are now entertain us i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah hey yehand i forget just why i taste oh yeah i guess it makes me smile i found it hard its hard to find oh well whatever never mindhello hello hello how low hello hello hello how low hello hello hello how low hello hello hellowith the lights out its less dangerous here we are now entertain us i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido a denial a denial a denial a denial a denial a denial a denial a denial a denial ",1
33,"humpin around","bobby brown",1992," when you trust someone and you know youre on their back you aint got no trustin about youand you claim that you dont care where im at youve given me reason to doubt yousay you trust someone why ya callin all around think ive got some dip on the sidegirl you dont trust no one and you constantly in doubt you lose the game if you play that wayget up off me back save your heart attack aint nobody is humpin aroundno matter what they say no it aint that way aint nobody humpin aroundwhen you love someone and you want to love em right got to get more lovin about chawhen you know that youre holdin on too tight soon they will be leavin without yousay that you love someone why you callin all my friends thinkin i got somethin to hidegirl you dont love no one you dont know what loves about you lose the game if you if you play that wayget up off me back save your heart attack aint nobody is humpin aroundno matter what they say no it aint that way aint nobody humpin aroundgirl when you love someone you dont call on everybody aint nobody foolin aroundand the more i think about it youll lose all your clout and you lose the game baby if you play that wayback to the bb brown back to the bb brown back to the bb brownmy name is brown thats what im called so dont try to step on me wrong or youll fall slow cuz i just want to kick soul to ya maybe baby take control of ya just like i told yai wanna roll on the tip thats moving able to make you move and groove and leave you like ooh when i touch ya give you so much of the feeling of the deck that im dealing when i rub ya up and down yo stylz kick itwell i know its been a while since you heard a change in our style so what ive come to do is kick you something fly and new a change different from the typical a bit more than regular not like the others original cuz originality and creativity add it up together equals the bbb posse yeah weve in the house yo kick itget up off me back save your heart attack aint nobody is humpin aroundno matter what they say no it aint that way aint nobody humpin aroundget up off me back save your heart attack aint nobody is humpin aroundno matter what they say no it aint that way aint nobody humpin aroundget up off me back save your heart attack aint nobody is humpin aroundno matter what they say no it aint that way aint nobody humpin around ",1
